Unnamed: 0,Unnamed: 1, z Czas opóźnień > 5 minut,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Razem:  z Czas opóźnień > 5 minut
Stacja,Przewoźnik,styczeń,luty,marzec,kwiecień,maj,czerwiec,lipiec,sierpień,wrzesień,październik,listopad,grudzień,
Warszawa Wschodnia,PKP INTERCITY Spółka Akcyjna ,31883,13995,15498,12997,15238,26214,31790,33913,26430,22209,27258,33812,291237
Warszawa Wschodnia,Koleje Mazowieckie - KM Spółka z o.o.,11906,4722,6011,5642,9121,20583,29757,12448,11046,14362,16741,10664,153003
Warszawa Wschodnia,Szybka Kolej Miejska Sp. z o.o.,3292,1368,1455,895,2060,6694,8973,3315,2788,2924,3205,3818,40787
Warszawa Wschodnia,POLREGIO Spółka Akcyjna,,,,,,560,623,642,791,633,613,319,4181
Warszawa Wschodnia,SKPL Cargo Sp. z o.o.  (przewozy pasażerskie),448,46,66,136,192,556,220,751,255,157,113,45,2985
Warszawa Wschodnia,Łódzka Kolej Aglomeracyjna Sp. z o.o.,,,,,,75,17,28,110,59,107,868,1264
Warszawa Wschodnia,Freightliner PL Spółka z o.o.,,,,,,,,,,,,,
Warszawa Wschodnia ,,47529,20131,23030,19670,26611,54682,71380,51097,41420,40344,48037,49526,493457
Warszawa Zachodnia,PKP INTERCITY Spółka Akcyjna ,26971,12285,14520,13423,15065,22527,30691,33603,30333,24021,28650,34177,286266
Warszawa Zachodnia,Koleje Mazowieckie - KM Spółka z o.o.,10242,4545,5701,5564,8818,16884,28306,10845,10763,13226,15138,8952,138984
Warszawa Zachodnia,Szybka Kolej Miejska Sp. z o.o.,2301,945,818,610,1735,5701,10176,3959,3532,3332,3718,4145,40972
Warszawa Zachodnia,POLREGIO Spółka Akcyjna,850,339,410,299,602,298,582,527,1020,781,954,584,7246
Warszawa Zachodnia,Łódzka Kolej Aglomeracyjna Sp. z o.o.,149,92,143,219,97,188,119,102,236,306,282,1130,3063
Warszawa Zachodnia,Freightliner PL Spółka z o.o.,,,,,,,,,,,,,
Warszawa Zachodnia ,,40513,18206,21592,20115,26317,45598,69874,49036,45884,41666,48742,48988,476531
Wrocław Główny,PKP INTERCITY Spółka Akcyjna ,23028,8923,10343,8235,12395,18235,19057,16412,17828,14161,18316,20412,187345
Wrocław Główny,Koleje Dolnośląskie S.A.,22943,7810,8048,8018,12047,8060,16594,10812,21548,13761,24646,18796,173083
Wrocław Główny,POLREGIO Spółka Akcyjna,8162,4124,4405,4247,5014,5255,6633,4566,9425,6204,7727,5242,71004
Wrocław Główny,CARGO Master Spółka z o.o.,,,,,10,,,,,,,,10
Wrocław Główny,CARGO TRAIN Sp. z o.o.,,,,,,,,,,,,,
Wrocław Główny,LEO Express Global a.s.,,,,,,,,,,,,,
Wrocław Główny,,54133,20857,22796,20500,29466,31550,42284,31790,48801,34126,50689,44450,431442
Poznań Główny,PKP INTERCITY Spółka Akcyjna ,23120,10095,11686,9285,10234,23825,18606,18117,15530,15530,15895,21090,193013
Poznań Główny,Koleje Wielkopolskie Sp. z o.o.,7661,3973,6691,3684,5159,21932,6703,6038,5203,6046,6245,7513,86848
Poznań Główny,POLREGIO Spółka Akcyjna,8046,3229,4358,3504,3789,8788,4615,5785,5507,5702,5352,5725,64400
Poznań Główny,Łódzka Kolej Aglomeracyjna Sp. z o.o.,,11,8,103,,,62,55,6,,,32,277
Poznań Główny,CARGO Master Spółka z o.o.,,,,,46,,,,,,,,46
Poznań Główny,RAILPOLONIA Sp. z o.o. (przewozy pasażerskie),,,,,,,,,,,,40,40
Poznań Główny,Parowozownia Wolsztyn,,,,,,,,,,,,,
Poznań Główny ,,38827,17308,22743,16576,19228,54545,29986,29995,26246,27278,27492,34400,344624
Gdańsk Wrzeszcz,PKP INTERCITY Spółka Akcyjna ,24281,7925,6784,8111,9154,18116,29869,27813,13304,12049,13908,17224,188538
Gdańsk Wrzeszcz,POLREGIO Spółka Akcyjna,7308,2179,4102,2497,3149,4809,7767,7771,4633,4440,3536,5259,57450
Gdańsk Wrzeszcz,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,2908,532,1271,778,512,457,1724,905,1447,1501,1128,2722,15885
Gdańsk Wrzeszcz,Koleje Mazowieckie - KM Spółka z o.o.,,,,,,184,756,714,20,,,,1674
Gdańsk Wrzeszcz ,,34497,10636,12157,11386,12815,23566,40116,37203,19404,17990,18572,25205,263547
Gdynia Główna,PKP INTERCITY Spółka Akcyjna ,23202,6840,5974,7540,8358,17251,29248,26141,12298,11364,13352,16170,177738
Gdynia Główna,POLREGIO Spółka Akcyjna,8630,2294,3844,2810,5936,11406,15060,13505,8641,5228,4569,7864,89787
Gdynia Główna,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,3326,651,1361,1036,768,1005,2454,1501,1281,2269,1816,3211,20679
Gdynia Główna,Koleje Mazowieckie - KM Spółka z o.o.,,,,,,161,687,616,17,,,,1481
Gdynia Główna,CARGO Master Spółka z o.o.,,,,,,,,,,,,,
Gdynia Główna,,35158,9785,11179,11386,15062,29823,47449,41763,22237,18861,19737,27245,289685
Kraków Główny,PKP INTERCITY Spółka Akcyjna ,32992,11805,12258,10737,13397,18860,22655,28428,18734,16542,19945,22805,229158
Kraków Główny,POLREGIO Spółka Akcyjna,12257,4820,5823,3663,4089,5253,5655,6332,4862,6486,6296,5688,71224
Kraków Główny,Koleje Małopolskie Sp. z o.o.,6509,1657,2758,1962,1694,3206,2628,3701,2576,2320,2172,1662,32845
Kraków Główny,RegioJet a.s.,1874,699,1884,1192,1405,2095,2149,1625,1456,922,935,1265,17501
Kraków Główny,Koleje Śląskie Spółka z o.o.,459,166,90,92,190,210,199,375,228,418,559,406,3392
Kraków Główny,LEO Express Global a.s.,36,10,64,91,36,87,46,24,58,7,20,471,950
Kraków Główny,Leo Express s.r.o.,,,,,,,,,,,,42,42
Kraków Główny,,54127,19157,22877,17737,20811,29711,33332,40485,27914,26695,29927,32339,355112
Katowice,PKP INTERCITY Spółka Akcyjna ,24821,11760,11920,10251,11866,19379,18427,15153,16006,12146,16647,18973,187349
Katowice,Koleje Śląskie Spółka z o.o.,14263,7246,7731,7634,7784,11515,11763,8615,10807,9482,14304,10773,121917
Katowice,POLREGIO Spółka Akcyjna,4162,1049,1005,1141,1292,1460,1025,1452,907,1427,1937,1619,18476
Katowice ,,43246,20055,20656,19026,20942,32354,31215,25220,27720,23055,32888,31365,327742
Sopot,PKP INTERCITY Spółka Akcyjna ,24099,7725,6585,7877,8871,18118,29571,28014,13077,11794,13855,17162,186748
Sopot,POLREGIO Spółka Akcyjna,6393,1750,2526,2021,2589,4112,6508,6495,3283,3870,2859,3650,46056
Sopot,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,3123,521,1263,870,611,658,1954,1119,1230,1468,1239,2848,16904
Sopot,Koleje Mazowieckie - KM Spółka z o.o.,,,,,,172,735,659,20,,,,1586
Sopot,CARGO Master Spółka z o.o.,,,,,,,,,,,,,
Sopot,,33615,9996,10374,10768,12071,23060,38768,36287,17610,17132,17953,23660,251294
Gdańsk Główny,PKP INTERCITY Spółka Akcyjna ,24616,8076,6966,8170,9244,18218,31488,27739,13389,12142,14256,17562,191866
Gdańsk Główny,POLREGIO Spółka Akcyjna,6413,1787,2419,1942,2506,3975,6031,6091,3096,3565,2673,3300,43798
Gdańsk Główny,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,2803,591,1333,799,530,624,1682,878,1443,1437,1179,2713,16012
Gdańsk Główny,Koleje Mazowieckie - KM Spółka z o.o.,,,,,,186,764,727,21,,,,1698
Gdańsk Główny,CARGO Master Spółka z o.o.,,49,,,,,,,,,,,49
Gdańsk Główny,,33832,10503,10718,10911,12280,23003,39965,35435,17949,17144,18108,23575,253423
Łódź Widzew,PKP INTERCITY Spółka Akcyjna ,8380,4137,4061,4207,4018,5818,7762,9602,6835,3577,6284,7353,72034
Łódź Widzew,Łódzka Kolej Aglomeracyjna Sp. z o.o.,1990,1248,1673,3216,1995,1904,4346,3358,2357,2338,3249,2828,30502
Łódź Widzew,POLREGIO Spółka Akcyjna,2561,1150,1596,875,1388,862,2819,2488,1874,1021,1993,1549,20176
Łódź Widzew,Koleje Wielkopolskie Sp. z o.o.,,,,,,,,,,,,,
Łódź Widzew,,12931,6535,7330,8298,7401,8584,14927,15448,11066,6936,11526,11730,122712
Warszawa Śródmieście,Koleje Mazowieckie - KM Spółka z o.o.,3765,1831,2266,2082,5226,12661,21806,8540,8568,10616,12463,6863,96687
Warszawa Śródmieście,Szybka Kolej Miejska Sp. z o.o.,1408,584,608,448,1438,3722,6520,2208,2077,1995,2149,2597,25754
Warszawa Śródmieście,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,60,31,91
Warszawa Śródmieście,POLREGIO Spółka Akcyjna,,,,,,,,,,,,7,7
Warszawa Śródmieście,,5173,2415,2874,2530,6664,16383,28326,10748,10645,12611,14672,9498,122539
Warszawa Ochota,Koleje Mazowieckie - KM Spółka z o.o.,3916,1823,2280,2078,5280,12909,22068,8579,8747,10629,12429,6813,97551
Warszawa Ochota,Szybka Kolej Miejska Sp. z o.o.,1497,642,617,466,1439,3786,6610,2271,2122,1997,2186,2628,26261
Warszawa Ochota,,5413,2465,2897,2544,6719,16695,28678,10850,10869,12626,14615,9441,123812
Warszawa Powiśle,Koleje Mazowieckie - KM Spółka z o.o.,3665,1803,2262,2019,5116,12719,21769,8478,8462,10552,12682,6850,96377
Warszawa Powiśle,Szybka Kolej Miejska Sp. z o.o.,1341,553,562,436,1379,3664,6376,2157,2044,1979,2154,2558,25203
Warszawa Powiśle,,5006,2356,2824,2455,6495,16383,28145,10635,10506,12531,14836,9408,121580
Warszawa Stadion,Koleje Mazowieckie - KM Spółka z o.o.,3634,1857,2285,2156,5192,13012,21947,8648,8814,10934,13101,7135,98715
Warszawa Stadion,Szybka Kolej Miejska Sp. z o.o.,1345,524,607,454,1365,3670,6415,2162,2093,2036,2223,2644,25538
Warszawa Stadion,PKP INTERCITY Spółka Akcyjna ,,,,,108,,,,,,,,108
Warszawa Stadion,,4979,2381,2892,2610,6665,16682,28362,10810,10907,12970,15324,9779,124361
Warszawa Centralna,PKP INTERCITY Spółka Akcyjna ,27875,12834,15346,13614,15309,22912,31132,33385,29642,23891,28471,34812,289223
Warszawa Centralna,Koleje Mazowieckie - KM Spółka z o.o.,5949,2200,2865,2837,2863,5143,4859,2274,2089,2516,2100,1973,37668
Warszawa Centralna,Szybka Kolej Miejska Sp. z o.o.,68,,,,,1244,1977,725,843,739,808,891,7295
Warszawa Centralna,POLREGIO Spółka Akcyjna,,,,,,128,679,524,1093,730,951,566,4671
Warszawa Centralna,Łódzka Kolej Aglomeracyjna Sp. z o.o.,,,,,,183,106,101,257,278,235,1010,2170
Warszawa Centralna,Freightliner PL Spółka z o.o.,,,,,,,,,,,,,
Warszawa Centralna,,33892,15034,18211,16451,18172,29610,38753,37009,33924,28154,32565,39252,341027
Warszawa Służewiec,Koleje Mazowieckie - KM Spółka z o.o.,8493,3848,3327,4024,4386,6704,9092,5296,4835,3671,2703,4443,60822
Warszawa Służewiec,Szybka Kolej Miejska Sp. z o.o.,4226,2593,1336,1618,1787,5404,6744,2867,3213,2211,1824,3568,37391
Warszawa Służewiec,PKP INTERCITY Spółka Akcyjna ,3743,1174,851,1104,1326,1494,3555,3588,1846,1651,1934,2170,24436
Warszawa Służewiec,,16462,7615,5514,6746,7499,13602,19391,11751,9894,7533,6461,10181,122649
Gdynia Chylonia,POLREGIO Spółka Akcyjna,5560,1518,1986,1902,5038,9283,12734,10961,6552,3241,2947,5768,67490
Gdynia Chylonia,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,3504,664,1422,1047,872,1210,2915,1788,1117,1713,1156,3197,20605
Gdynia Chylonia,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,,,
Gdynia Chylonia,,9064,2182,3408,2949,5910,10493,15649,12749,7669,4954,4103,8965,88095
Warszawa Rakowiec,Koleje Mazowieckie - KM Spółka z o.o.,7682,3710,3158,3895,4160,6521,8646,4856,4725,3585,2636,4515,58089
Warszawa Rakowiec,Szybka Kolej Miejska Sp. z o.o.,4410,2681,1492,1730,1903,5789,6868,2998,3395,2412,1882,3770,39330
Warszawa Rakowiec,,12092,6391,4650,5625,6063,12310,15514,7854,8120,5997,4518,8285,97419
Warszawa Żwirki i Wigury,Koleje Mazowieckie - KM Spółka z o.o.,7356,3605,3070,3840,4028,6357,8582,4646,4492,3384,2524,4271,56155
Warszawa Żwirki i Wigury,Szybka Kolej Miejska Sp. z o.o.,4320,2626,1452,1682,1884,5662,6842,2953,3348,2362,1861,3699,38691
Warszawa Żwirki i Wigury,,11676,6231,4522,5522,5912,12019,15424,7599,7840,5746,4385,7970,94846
Warszawa Aleje Jerozolimskie,Koleje Mazowieckie - KM Spółka z o.o.,7282,3755,3153,3927,4027,6001,7848,4491,4591,3401,2522,4372,55370
Warszawa Aleje Jerozolimskie,Szybka Kolej Miejska Sp. z o.o.,3822,2303,1310,1554,1773,5292,6806,3035,3534,2510,1890,3865,37694
Warszawa Aleje Jerozolimskie,,11104,6058,4463,5481,5800,11293,14654,7526,8125,5911,4412,8237,93064
Warszawa Włochy,Koleje Mazowieckie - KM Spółka z o.o.,6136,2581,3769,3323,6455,7175,15378,4742,5053,6305,7428,3728,72073
Warszawa Włochy,Szybka Kolej Miejska Sp. z o.o.,1202,518,387,299,902,1402,3309,948,590,1026,1583,1039,13205
Warszawa Włochy,,7338,3099,4156,3622,7357,8577,18687,5690,5643,7331,9011,4767,85278
Rzeszów Główny,PKP INTERCITY Spółka Akcyjna ,11207,4743,4885,3781,4991,6617,8021,6822,7121,7867,7188,8790,82033
Rzeszów Główny,POLREGIO Spółka Akcyjna,5872,2202,4103,2437,2491,2266,4285,2609,2480,3605,2822,2640,37812
Rzeszów Główny,RegioJet a.s.,2238,864,1892,1259,1560,2567,2273,1812,1599,1060,828,1313,19265
Rzeszów Główny,,19317,7809,10880,7477,9042,11450,14579,11243,11200,12532,10838,12743,139110
Warszawa Gdańska,Koleje Mazowieckie - KM Spółka z o.o.,10171,3601,3271,4447,4717,8431,8042,5432,3703,3487,3221,4186,62709
Warszawa Gdańska,PKP INTERCITY Spółka Akcyjna ,11787,5649,3927,4587,5070,8975,5958,7374,82,57,321,48,53835
Warszawa Gdańska,Szybka Kolej Miejska Sp. z o.o.,3392,1621,1074,1706,1344,1846,1049,576,757,576,506,1157,15604
Warszawa Gdańska,POLREGIO Spółka Akcyjna,,,,,,353,198,269,,,,,820
Warszawa Gdańska,Łódzka Kolej Aglomeracyjna Sp. z o.o.,,,,,,78,30,69,,,,,177
Warszawa Gdańska,,25350,10871,8272,10740,11131,19683,15277,13720,4542,4120,4048,5391,133145
Legionowo,PKP INTERCITY Spółka Akcyjna ,9322,3148,2276,3232,3760,5499,7648,7447,4091,3257,3487,7752,60919
Legionowo,Koleje Mazowieckie - KM Spółka z o.o.,7512,2822,1775,1765,2346,5595,4828,2803,2363,2715,1747,4543,40814
Legionowo,Szybka Kolej Miejska Sp. z o.o.,3276,1417,899,1311,1199,3294,2367,1216,1320,1297,1005,2357,20958
Legionowo,,20110,7387,4950,6308,7305,14388,14843,11466,7774,7269,6239,14652,122691
Gliwice,PKP INTERCITY Spółka Akcyjna ,17013,7780,9020,7001,8395,14819,15395,12032,12743,11194,12541,15347,143280
Gliwice,Koleje Śląskie Spółka z o.o.,3425,2360,1336,1017,2184,2337,1798,2599,3294,3147,4092,3935,31524
Gliwice,POLREGIO Spółka Akcyjna,1704,570,781,558,997,1609,1601,1295,2019,1780,1834,1173,15921
Gliwice,,22142,10710,11137,8576,11576,18765,18794,15926,18056,16121,18467,20455,190725
Kraków Zabłocie,POLREGIO Spółka Akcyjna,7335,3196,2960,2858,3114,2574,3436,3303,2925,3148,2940,2612,40401
Kraków Zabłocie,Koleje Małopolskie Sp. z o.o.,4477,1219,2308,1657,1290,1918,1588,1804,1687,1363,873,1132,21316
Kraków Zabłocie,Koleje Śląskie Spółka z o.o.,,,,,,,,,,,,264,264
Kraków Zabłocie,,11812,4415,5268,4515,4404,4492,5024,5107,4612,4511,3813,4008,61981
Kraków Grzegórzki,POLREGIO Spółka Akcyjna,7292,3174,2961,2852,3108,2663,3441,3290,2852,3135,2921,2575,40264
Kraków Grzegórzki,Koleje Małopolskie Sp. z o.o.,4469,1221,2319,1650,1258,1989,1585,1798,1695,1336,844,1099,21263
Kraków Grzegórzki,Koleje Śląskie Spółka z o.o.,,,,,,,,,,,,265,265
Kraków Grzegórzki,,11761,4395,5280,4502,4366,4652,5026,5088,4547,4471,3765,3939,61792
Tczew,PKP INTERCITY Spółka Akcyjna ,23190,7525,6586,7759,8888,16106,27004,24742,12131,11393,13462,16551,175337
Tczew,POLREGIO Spółka Akcyjna,7989,2002,2651,2628,3095,4746,7281,7741,3539,4238,3403,4314,53627
Tczew,Koleje Mazowieckie - KM Spółka z o.o.,,,,,,174,760,669,21,,,,1624
Tczew,CARGO Master Spółka z o.o.,,,,7,,,,,,,,,7
Tczew,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,,,,,,,,,,,,,
Tczew,,31179,9527,9237,10394,11983,21026,35045,33152,15691,15631,16865,20865,230595
Rumia,POLREGIO Spółka Akcyjna,2901,948,1566,1139,4239,8825,11484,10104,5731,1995,2107,4714,55753
Rumia,PKP INTERCITY Spółka Akcyjna ,6810,2116,1455,2390,2283,6061,9449,8779,2015,2781,3281,5857,53277
Rumia,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,3164,713,1232,991,886,1177,3471,1959,1354,1680,1513,3231,21371
Rumia,,12875,3777,4253,4520,7408,16063,24404,20842,9100,6456,6901,13802,130401
Gdynia Redłowo,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,3369,623,1309,957,725,856,2272,1356,1272,1713,1523,3057,19032
Gdynia Redłowo,,3369,623,1309,957,725,856,2272,1356,1272,1713,1523,3057,19032
Gdynia Wzgórze Św.Maksymiliana,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,3398,641,1340,1004,759,917,2389,1406,1297,1773,1560,3069,19553
Gdynia Wzgórze Św.Maksymiliana,,3398,641,1340,1004,759,917,2389,1406,1297,1773,1560,3069,19553
Gdynia Orłowo SKM,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,3334,605,1300,916,690,802,2169,1306,1274,1611,1462,3019,18488
Gdynia Orłowo SKM ,,3334,605,1300,916,690,802,2169,1306,1274,1611,1462,3019,18488
Sopot Kamienny Potok,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,3182,561,1265,877,648,686,2022,1212,1216,1526,1313,2892,17400
Sopot Kamienny Potok ,,3182,561,1265,877,648,686,2022,1212,1216,1526,1313,2892,17400
Gdańsk Zaspa,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,2934,495,1239,782,523,467,1764,909,1425,1467,1116,2728,15849
Gdańsk Zaspa ,,2934,495,1239,782,523,467,1764,909,1425,1467,1116,2728,15849
Gdańsk Przymorze-Uniwersytet,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,3007,511,1259,802,529,508,1783,965,1306,1455,1124,2772,16021
Gdańsk Przymorze-Uniwersytet ,,3007,511,1259,802,529,508,1783,965,1306,1455,1124,2772,16021
Sopot Wyścigi,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,3122,521,1253,841,609,612,1900,1090,1242,1428,1214,2821,16653
Sopot Wyścigi ,,3122,521,1253,841,609,612,1900,1090,1242,1428,1214,2821,16653
Gdańsk Żabianka-AWFiS,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,3099,503,1267,850,602,587,1865,1057,1272,1466,1216,2822,16606
Gdańsk Żabianka-AWFiS ,,3099,503,1267,850,602,587,1865,1057,1272,1466,1216,2822,16606
Gdańsk Oliwa SKM,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,3049,510,1257,807,557,546,1829,1007,1244,1447,1175,2775,16203
Gdańsk Oliwa SKM ,,3049,510,1257,807,557,546,1829,1007,1244,1447,1175,2775,16203
Gdańsk Politechnika,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,2889,550,1298,784,519,434,1718,899,1505,1512,1114,2723,15945
Gdańsk Politechnika ,,2889,550,1298,784,519,434,1718,899,1505,1512,1114,2723,15945
Gdańsk Oliwa,PKP INTERCITY Spółka Akcyjna ,24366,7940,6794,8107,9156,18351,30256,28365,13331,12141,14098,17408,190313
Gdańsk Oliwa,POLREGIO Spółka Akcyjna,6513,1905,2612,2132,2726,4373,6628,6641,3400,4095,3025,3681,47731
Gdańsk Oliwa,Koleje Mazowieckie - KM Spółka z o.o.,,,,,,180,751,701,20,,,,1652
Gdańsk Oliwa ,,30879,9845,9406,10239,11882,22904,37635,35707,16751,16236,17123,21089,239696
Warszawa Młynów,Koleje Mazowieckie - KM Spółka z o.o.,8873,3228,2892,4111,4449,6317,7204,4985,3939,3445,2876,3847,56166
Warszawa Młynów,Szybka Kolej Miejska Sp. z o.o.,3271,1879,1140,1600,1279,1695,933,594,829,625,503,1227,15575
Warszawa Młynów,PKP INTERCITY Spółka Akcyjna ,3579,802,804,1200,1412,716,847,599,,,,,9959
Warszawa Młynów ,,15723,5909,4836,6911,7140,8728,8984,6178,4768,4070,3379,5074,81700
Warszawa Zachodnia peron 9,Koleje Mazowieckie - KM Spółka z o.o.,9184,3359,3005,4164,4579,6370,7103,4767,4163,3663,2957,3856,57170
Warszawa Zachodnia peron 9,Szybka Kolej Miejska Sp. z o.o.,3351,1980,1174,1560,1341,1633,945,619,858,628,496,1184,15769
Warszawa Zachodnia peron 9,PKP INTERCITY Spółka Akcyjna ,3645,843,808,1189,1391,723,653,537,,,,,9789
Warszawa Zachodnia peron 9 ,,16180,6182,4987,6913,7311,8726,8701,5923,5021,4291,3453,5040,82728
Bydgoszcz Główna,PKP INTERCITY Spółka Akcyjna ,14104,3621,4637,3458,4238,8789,14698,12498,7393,6995,7286,8076,95793
Bydgoszcz Główna,POLREGIO Spółka Akcyjna,4831,1738,1573,1477,1627,2495,2803,4041,2150,2834,2954,1842,30365
Bydgoszcz Główna,Arriva RP Sp. z o.o.,1349,451,779,1426,1101,1284,1831,864,1738,522,1204,1619,14168
Bydgoszcz Główna,CARGO Master Spółka z o.o.,,,,99,,,,,,,,,99
Bydgoszcz Główna ,,20284,5810,6989,6460,6966,12568,19332,17403,11281,10351,11444,11537,140425
Skierniewice,PKP INTERCITY Spółka Akcyjna ,9180,5146,5176,5346,5836,7291,8957,9921,7397,4520,6647,8986,84403
Skierniewice,Koleje Mazowieckie - KM Spółka z o.o.,1818,582,1320,682,3353,1706,2225,958,715,1132,1784,806,17081
Skierniewice,Łódzka Kolej Aglomeracyjna Sp. z o.o.,955,507,593,1405,946,1152,2394,1451,872,1541,973,2062,14851
Skierniewice,POLREGIO Spółka Akcyjna,757,266,534,472,708,486,917,938,897,600,921,661,8157
Skierniewice,CARGO Master Spółka z o.o.,,,,,38,,,,,,,,38
Skierniewice ,,12710,6501,7623,7905,10881,10635,14493,13268,9881,7793,10325,12515,124530
Szczecin Główny,PKP INTERCITY Spółka Akcyjna ,10040,3726,3673,3856,5538,7714,7417,7562,6361,5328,5885,8420,75520
Szczecin Główny,POLREGIO Spółka Akcyjna,5605,3054,4739,2770,4291,4689,3572,3382,4641,3830,4986,4740,50299
Szczecin Główny ,,15645,6780,8412,6626,9829,12403,10989,10944,11002,9158,10871,13160,125819
Gdańsk Śródmieście,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,2730,521,1380,820,434,269,1600,877,1228,1387,964,2500,14710
Gdańsk Śródmieście ,,2730,521,1380,820,434,269,1600,877,1228,1387,964,2500,14710
Warszawa Powązki,Koleje Mazowieckie - KM Spółka z o.o.,8755,3134,2836,4197,4340,6824,7159,4963,3741,3316,2787,3825,55877
Warszawa Powązki,Szybka Kolej Miejska Sp. z o.o.,3193,1854,1112,1638,1291,1681,916,561,790,599,501,1205,15341
Warszawa Powązki ,,11948,4988,3948,5835,5631,8505,8075,5524,4531,3915,3288,5030,71218
Warszawa Koło,Koleje Mazowieckie - KM Spółka z o.o.,8846,3178,2855,4184,4380,6210,7031,4897,3806,3339,2809,3795,55330
Warszawa Koło,Szybka Kolej Miejska Sp. z o.o.,3203,1855,1112,1606,1270,1684,914,582,799,618,500,1210,15353
Warszawa Koło ,,12049,5033,3967,5790,5650,7894,7945,5479,4605,3957,3309,5005,70683
Warszawa Wola,Koleje Mazowieckie - KM Spółka z o.o.,8923,3254,2905,4130,4503,6299,7315,5063,4041,3554,2916,3866,56769
Warszawa Wola,Szybka Kolej Miejska Sp. z o.o.,3323,1914,1162,1579,1320,1703,961,613,830,623,504,1241,15773
Warszawa Wola ,,12246,5168,4067,5709,5823,8002,8276,5676,4871,4177,3420,5107,72542
Gdynia Leszczynki,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,3357,633,1398,1032,823,1121,2752,1627,1111,1782,1250,3087,19973
Gdynia Leszczynki ,,3357,633,1398,1032,823,1121,2752,1627,1111,1782,1250,3087,19973
Gdynia Grabówek,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,3326,624,1356,1015,802,1091,2660,1585,1121,1775,1288,3071,19714
Gdynia Grabówek ,,3326,624,1356,1015,802,1091,2660,1585,1121,1775,1288,3071,19714
Warszawa Rembertów,Koleje Mazowieckie - KM Spółka z o.o.,4331,1642,2396,2190,5259,6563,10077,5826,4446,6617,7391,3099,59837
Warszawa Rembertów,Szybka Kolej Miejska Sp. z o.o.,1744,511,843,493,1268,2781,4051,1652,1393,1092,878,1246,17952
Warszawa Rembertów ,,6075,2153,3239,2683,6527,9344,14128,7478,5839,7709,8269,4345,77789
Warszawa Toruńska,Koleje Mazowieckie - KM Spółka z o.o.,6826,2119,1643,1874,2025,5520,3931,2265,2379,2606,1784,3157,36129
Warszawa Toruńska,Szybka Kolej Miejska Sp. z o.o.,3246,1438,934,1512,1131,3782,2779,1445,1459,1338,1102,1797,21963
Warszawa Toruńska,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,13,,,13
Warszawa Toruńska ,,10072,3557,2577,3386,3156,9302,6710,3710,3838,3957,2886,4954,58105
Koluszki,PKP INTERCITY Spółka Akcyjna ,8559,4973,4926,5471,5743,7227,9273,9832,7374,4461,6830,8944,83613
Koluszki,Łódzka Kolej Aglomeracyjna Sp. z o.o.,1155,588,650,1866,1180,1383,3564,1759,1077,1220,1773,2821,19036
Koluszki,POLREGIO Spółka Akcyjna,2018,869,1296,1012,1287,1005,2242,2668,1714,773,1775,1551,18210
Koluszki ,,11732,6430,6872,8349,8210,9615,15079,14259,10165,6454,10378,13316,120859
Pruszków,Koleje Mazowieckie - KM Spółka z o.o.,3361,1496,2288,1454,4432,3432,5768,1740,2287,2715,3856,1546,34375
Pruszków,Szybka Kolej Miejska Sp. z o.o.,1233,552,375,298,858,1332,3227,845,610,843,1578,997,12748
Pruszków,PKP INTERCITY Spółka Akcyjna ,,,,,33,,,19,,,83,,135
Pruszków ,,4594,2048,2663,1752,5323,4764,8995,2604,2897,3558,5517,2543,47258
Opole Główne,PKP INTERCITY Spółka Akcyjna ,17117,6990,9411,6334,9886,14019,14668,12847,14528,12059,16108,16354,150321
Opole Główne,POLREGIO Spółka Akcyjna,7250,2640,3565,3384,4034,4590,4692,3901,7341,5807,8617,4608,60429
Opole Główne ,,24367,9630,12976,9718,13920,18609,19360,16748,21869,17866,24725,20962,210750
