Unnamed: 0,Unnamed: 1, z Czas opóźnień > 5 minut,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Razem:  z Czas opóźnień > 5 minut
Stacja,Przewoźnik,styczeń,luty,marzec,kwiecień,maj,czerwiec,lipiec,sierpień,wrzesień,październik,listopad,grudzień,
Mysłowice Kosztowy,Koleje Śląskie Spółka z o.o.,1339,298,300,214,292,537,601,465,463,563,878,327,6277
Mysłowice Kosztowy ,,1339,298,300,214,292,537,601,465,463,563,878,327,6277
Nowy Bieruń,Koleje Śląskie Spółka z o.o.,1201,276,330,214,308,541,542,474,400,563,769,333,5951
Nowy Bieruń ,,1201,276,330,214,308,541,542,474,400,563,769,333,5951
Imielin,Koleje Śląskie Spółka z o.o.,1301,286,293,215,313,562,603,464,412,568,868,345,6230
Imielin ,,1301,286,293,215,313,562,603,464,412,568,868,345,6230
Chełm Śląski,Koleje Śląskie Spółka z o.o.,1196,267,321,183,300,544,596,444,379,550,898,329,6007
Chełm Śląski ,,1196,267,321,183,300,544,596,444,379,550,898,329,6007
Henryków,Koleje Dolnośląskie S.A.,3182,944,1018,750,1143,1095,2652,3285,,,7820,4485,26374
Henryków ,,3182,944,1018,750,1143,1095,2652,3285,,,7820,4485,26374
Biały Kościół,Koleje Dolnośląskie S.A.,3062,872,962,712,771,1063,2547,2822,,,7767,4427,25005
Biały Kościół ,,3062,872,962,712,771,1063,2547,2822,,,7767,4427,25005
Serock,Arriva RP Sp. z o.o.,997,293,349,865,414,714,1138,371,841,135,476,903,7496
Serock,CARGO Master Spółka z o.o.,,,,9,,,,,,,,,9
Serock ,,997,293,349,874,414,714,1138,371,841,135,476,903,7505
Koniecpol,PKP INTERCITY Spółka Akcyjna ,2556,753,957,1563,1874,1335,1207,1844,2289,1232,1969,1064,18643
Koniecpol,POLREGIO Spółka Akcyjna,418,150,315,167,134,278,684,141,412,459,218,134,3510
Koniecpol ,,2974,903,1272,1730,2008,1613,1891,1985,2701,1691,2187,1198,22153
Olsztyn Dajtki,POLREGIO Spółka Akcyjna,2140,535,536,507,297,579,541,1040,1033,1099,1010,506,9823
Olsztyn Dajtki ,,2140,535,536,507,297,579,541,1040,1033,1099,1010,506,9823
Piekoszów,POLREGIO Spółka Akcyjna,1107,349,536,400,433,518,1947,385,1006,572,358,321,7932
Piekoszów ,,1107,349,536,400,433,518,1947,385,1006,572,358,321,7932
Wrocław Wojszyce,Koleje Dolnośląskie S.A.,1423,350,289,556,424,409,497,606,1508,688,1191,900,8841
Wrocław Wojszyce ,,1423,350,289,556,424,409,497,606,1508,688,1191,900,8841
Domasław,Koleje Dolnośląskie S.A.,1432,380,274,521,407,397,479,631,1460,717,1134,858,8690
Domasław ,,1432,380,274,521,407,397,479,631,1460,717,1134,858,8690
Sztumska Wieś,POLREGIO Spółka Akcyjna,778,301,524,215,342,461,1405,897,190,394,368,476,6351
Sztumska Wieś ,,778,301,524,215,342,461,1405,897,190,394,368,476,6351
Ryjewo,POLREGIO Spółka Akcyjna,742,289,490,161,338,443,1385,874,192,327,308,393,5942
Ryjewo ,,742,289,490,161,338,443,1385,874,192,327,308,393,5942
Gościszewo,POLREGIO Spółka Akcyjna,877,339,562,213,356,508,1617,1054,221,443,443,650,7283
Gościszewo ,,877,339,562,213,356,508,1617,1054,221,443,443,650,7283
Goleniów Park Przemysłowy,POLREGIO Spółka Akcyjna,,,525,104,669,1154,975,923,1208,568,1536,1303,8965
Goleniów Park Przemysłowy ,,,,525,104,669,1154,975,923,1208,568,1536,1303,8965
Brachlewo,POLREGIO Spółka Akcyjna,769,287,503,150,371,478,1425,918,208,336,307,387,6139
Brachlewo ,,769,287,503,150,371,478,1425,918,208,336,307,387,6139
Grudziądz Mniszek,Arriva RP Sp. z o.o.,875,684,1515,342,1173,1411,435,221,1628,582,1330,561,10757
Grudziądz Mniszek ,,875,684,1515,342,1173,1411,435,221,1628,582,1330,561,10757
Grudziądz Śródmieście,Arriva RP Sp. z o.o.,,399,298,614,601,662,938,815,921,455,607,436,6746
Grudziądz Śródmieście ,,,399,298,614,601,662,938,815,921,455,607,436,6746
Hajnówka,POLREGIO Spółka Akcyjna,907,720,549,477,647,602,993,819,975,518,646,923,8776
Hajnówka,PKP INTERCITY Spółka Akcyjna ,679,297,324,198,307,306,316,434,256,382,729,741,4969
Hajnówka ,,1586,1017,873,675,954,908,1309,1253,1231,900,1375,1664,13745
Rębiszów,Koleje Dolnośląskie S.A.,1852,524,456,761,1323,811,1437,1119,2170,3134,2510,1404,17501
Rębiszów,POLREGIO Spółka Akcyjna,44,,,182,100,,,18,70,54,316,222,1006
Rębiszów ,,1896,524,456,943,1423,811,1437,1137,2240,3188,2826,1626,18507
Władysławowo Port,POLREGIO Spółka Akcyjna,180,361,365,531,2847,6426,5943,6854,4657,982,917,1290,31353
Władysławowo Port ,,180,361,365,531,2847,6426,5943,6854,4657,982,917,1290,31353
Węgierska Górka,Koleje Śląskie Spółka z o.o.,3334,1648,1947,2279,1057,3125,4459,1687,1294,1797,315,597,23539
Węgierska Górka,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,,,
Węgierska Górka ,,3334,1648,1947,2279,1057,3125,4459,1687,1294,1797,315,597,23539
Jastarnia Wczasy,POLREGIO Spółka Akcyjna,153,290,350,527,2676,6150,5646,6518,4750,807,741,1102,29710
Jastarnia Wczasy ,,153,290,350,527,2676,6150,5646,6518,4750,807,741,1102,29710
Radziechowy Wieprz,Koleje Śląskie Spółka z o.o.,3334,1717,1937,2325,1058,3195,4655,1710,1367,1882,332,651,24163
Radziechowy Wieprz ,,3334,1717,1937,2325,1058,3195,4655,1710,1367,1882,332,651,24163
Cięcina Dolna,Koleje Śląskie Spółka z o.o.,3418,1760,1953,2337,1099,3205,4703,1727,1352,1869,331,671,24425
Cięcina Dolna ,,3418,1760,1953,2337,1099,3205,4703,1727,1352,1869,331,671,24425
Cięcina,Koleje Śląskie Spółka z o.o.,3445,1774,1973,2336,1111,3236,4714,1719,1332,1841,319,672,24472
Cięcina ,,3445,1774,1973,2336,1111,3236,4714,1719,1332,1841,319,672,24472
Stara Kamienica,Koleje Dolnośląskie S.A.,1911,480,425,761,1302,736,1344,1136,2152,2958,2020,1390,16615
Stara Kamienica,POLREGIO Spółka Akcyjna,68,,,183,97,,13,10,70,55,207,222,925
Stara Kamienica ,,1979,480,425,944,1399,736,1357,1146,2222,3013,2227,1612,17540
Zblewo,POLREGIO Spółka Akcyjna,2043,772,715,1381,1532,1691,1468,2220,1447,1446,916,947,16578
Zblewo ,,2043,772,715,1381,1532,1691,1468,2220,1447,1446,916,947,16578
Rytel Wieś,POLREGIO Spółka Akcyjna,2082,824,777,1621,1583,1705,1563,2245,1427,1460,940,923,17150
Rytel Wieś ,,2082,824,777,1621,1583,1705,1563,2245,1427,1460,940,923,17150
Piesienice,POLREGIO Spółka Akcyjna,2004,799,722,1435,1535,1686,1457,2226,1414,1392,942,985,16597
Piesienice ,,2004,799,722,1435,1535,1686,1457,2226,1414,1392,942,985,16597
Pinczyn,POLREGIO Spółka Akcyjna,2025,811,727,1369,1536,1674,1481,2229,1430,1410,938,955,16585
Pinczyn ,,2025,811,727,1369,1536,1674,1481,2229,1430,1410,938,955,16585
Przyłubie,POLREGIO Spółka Akcyjna,917,494,514,465,437,644,843,1538,502,651,973,621,8599
Przyłubie ,,917,494,514,465,437,644,843,1538,502,651,973,621,8599
Morąg,PKP INTERCITY Spółka Akcyjna ,3215,707,1048,819,1076,2436,2610,2684,489,965,1759,2083,19891
Morąg,POLREGIO Spółka Akcyjna,879,136,265,158,258,274,502,367,153,698,698,196,4584
Morąg ,,4094,843,1313,977,1334,2710,3112,3051,642,1663,2457,2279,24475
Wudzyn,Arriva RP Sp. z o.o.,933,264,431,801,409,773,1188,398,828,201,580,991,7797
Wudzyn ,,933,264,431,801,409,773,1188,398,828,201,580,991,7797
Stronno,Arriva RP Sp. z o.o.,932,271,454,822,411,769,1130,408,840,207,582,1002,7828
Stronno ,,932,271,454,822,411,769,1130,408,840,207,582,1002,7828
Rokitki Tczewskie,POLREGIO Spółka Akcyjna,1699,751,637,1246,1158,1338,1346,1787,1126,1245,853,882,14068
Rokitki Tczewskie ,,1699,751,637,1246,1158,1338,1346,1787,1126,1245,853,882,14068
Szpęgawsk,POLREGIO Spółka Akcyjna,1811,754,680,1349,1232,1342,1407,1894,1172,1260,863,889,14653
Szpęgawsk ,,1811,754,680,1349,1232,1342,1407,1894,1172,1260,863,889,14653
Zawada,POLREGIO Spółka Akcyjna,913,255,306,332,1233,1254,3839,3449,2579,1310,861,668,16999
Zawada,PKP INTERCITY Spółka Akcyjna ,1535,808,640,447,707,783,991,1215,634,919,1010,1266,10955
Zawada ,,2448,1063,946,779,1940,2037,4830,4664,3213,2229,1871,1934,27954
Świekatowo,Arriva RP Sp. z o.o.,1123,270,356,882,459,800,1271,383,878,115,473,972,7982
Świekatowo ,,1123,270,356,882,459,800,1271,383,878,115,473,972,7982
Błądzim,Arriva RP Sp. z o.o.,1134,292,371,896,447,825,1285,422,950,116,483,970,8191
Błądzim ,,1134,292,371,896,447,825,1285,422,950,116,483,970,8191
Wierzchucin Stary,Arriva RP Sp. z o.o.,1053,216,299,747,482,869,1090,437,1117,116,511,749,7686
Wierzchucin Stary ,,1053,216,299,747,482,869,1090,437,1117,116,511,749,7686
Boguszów-Gorce Wschód,Koleje Dolnośląskie S.A.,2152,817,970,796,984,792,1624,1216,1623,2770,1943,1734,17421
Boguszów-Gorce Wschód,POLREGIO Spółka Akcyjna,210,16,,47,13,78,65,31,81,111,113,17,782
Boguszów-Gorce Wschód ,,2362,833,970,843,997,870,1689,1247,1704,2881,2056,1751,18203
Grudziądz Przedmieście,Arriva RP Sp. z o.o.,866,698,1506,127,1148,1413,440,220,1571,566,1332,522,10409
Grudziądz Przedmieście ,,866,698,1506,127,1148,1413,440,220,1571,566,1332,522,10409
Nowe Skalmierzyce,POLREGIO Spółka Akcyjna,664,230,287,563,764,758,1048,1512,1026,865,1004,471,9192
Nowe Skalmierzyce,Koleje Wielkopolskie Sp. z o.o.,62,68,206,78,331,625,311,208,565,235,257,167,3113
Nowe Skalmierzyce,Łódzka Kolej Aglomeracyjna Sp. z o.o.,12,,14,92,6,23,93,151,15,12,,43,461
Nowe Skalmierzyce,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,,,
Nowe Skalmierzyce ,,738,298,507,733,1101,1406,1452,1871,1606,1112,1261,681,12766
Lipienica,Arriva RP Sp. z o.o.,1073,273,350,882,446,801,1279,393,903,115,468,967,7950
Lipienica ,,1073,273,350,882,446,801,1279,393,903,115,468,967,7950
Lubania-Lipiny,Arriva RP Sp. z o.o.,1089,268,355,876,468,803,1273,381,852,116,487,982,7950
Lubania-Lipiny ,,1089,268,355,876,468,803,1273,381,852,116,487,982,7950
Pasieki,Koleje Mazowieckie - KM Spółka z o.o.,1531,401,264,471,464,148,476,718,452,994,1445,209,7573
Pasieki ,,1531,401,264,471,464,148,476,718,452,994,1445,209,7573
Chorzele,Koleje Mazowieckie - KM Spółka z o.o.,648,922,136,406,216,1111,989,415,145,88,385,95,5556
Chorzele,POLREGIO Spółka Akcyjna,336,305,108,222,247,164,269,162,130,129,268,82,2422
Chorzele,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,,,
Chorzele ,,984,1227,244,628,463,1275,1258,577,275,217,653,177,7978
Lewki,POLREGIO Spółka Akcyjna,1408,962,766,758,947,925,1224,1302,1382,654,934,998,12260
Lewki ,,1408,962,766,758,947,925,1224,1302,1382,654,934,998,12260
Czarnca,POLREGIO Spółka Akcyjna,1027,416,529,356,456,405,830,416,868,611,282,214,6410
Czarnca ,,1027,416,529,356,456,405,830,416,868,611,282,214,6410
Kielce Herbskie,POLREGIO Spółka Akcyjna,1062,339,421,226,282,493,1858,320,847,524,334,202,6908
Kielce Herbskie,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,,,
Kielce Herbskie ,,1062,339,421,226,282,493,1858,320,847,524,334,202,6908
Kielce Ślichowice,POLREGIO Spółka Akcyjna,1084,339,449,335,368,501,1878,326,931,530,368,210,7319
Kielce Ślichowice ,,1084,339,449,335,368,501,1878,326,931,530,368,210,7319
Górki Szczukowskie,POLREGIO Spółka Akcyjna,1117,372,508,361,416,501,1956,319,959,533,372,211,7625
Górki Szczukowskie ,,1117,372,508,361,416,501,1956,319,959,533,372,211,7625
Rykoszyn,POLREGIO Spółka Akcyjna,1071,346,494,343,362,528,2001,381,894,540,323,184,7467
Rykoszyn ,,1071,346,494,343,362,528,2001,381,894,540,323,184,7467
Ludynia,POLREGIO Spółka Akcyjna,1040,358,523,345,410,544,1435,399,877,556,296,194,6977
Ludynia ,,1040,358,523,345,410,544,1435,399,877,556,296,194,6977
Ludynia Dwór,POLREGIO Spółka Akcyjna,1061,396,547,347,455,514,1459,493,997,553,289,210,7321
Ludynia Dwór ,,1061,396,547,347,455,514,1459,493,997,553,289,210,7321
Małogoszcz,POLREGIO Spółka Akcyjna,1079,338,498,344,420,567,1101,369,873,535,257,179,6560
Małogoszcz ,,1079,338,498,344,420,567,1101,369,873,535,257,179,6560
Wierna Rzeka,POLREGIO Spółka Akcyjna,1074,351,492,345,364,540,1283,385,897,540,271,178,6720
Wierna Rzeka ,,1074,351,492,345,364,540,1283,385,897,540,271,178,6720
Boguszów-Gorce Zachód,Koleje Dolnośląskie S.A.,2176,793,1001,745,837,637,1516,1139,1589,2783,1940,1728,16884
Boguszów-Gorce Zachód,POLREGIO Spółka Akcyjna,212,16,,47,14,77,67,24,37,99,103,17,713
Boguszów-Gorce Zachód ,,2388,809,1001,792,851,714,1583,1163,1626,2882,2043,1745,17597
Skoczów,Koleje Śląskie Spółka z o.o.,1952,778,1192,1729,1501,2296,1767,1163,2184,1127,1676,1718,19083
Skoczów,PKP INTERCITY Spółka Akcyjna ,262,49,99,99,146,177,49,83,72,36,107,88,1267
Skoczów ,,2214,827,1291,1828,1647,2473,1816,1246,2256,1163,1783,1806,20350
Witków Śląski,Koleje Dolnośląskie S.A.,2151,859,947,749,857,650,1513,1148,1597,2834,1935,1737,16977
Witków Śląski,POLREGIO Spółka Akcyjna,214,18,,50,14,77,65,23,37,96,97,11,702
Witków Śląski ,,2365,877,947,799,871,727,1578,1171,1634,2930,2032,1748,17679
Bukowa,POLREGIO Spółka Akcyjna,1086,348,541,353,420,578,1115,407,836,540,259,192,6675
Bukowa ,,1086,348,541,353,420,578,1115,407,836,540,259,192,6675
Legnica Piekary,Koleje Dolnośląskie S.A.,2213,1325,1404,1162,1717,949,1458,1036,1269,1969,2479,1309,18290
Legnica Piekary ,,2213,1325,1404,1162,1717,949,1458,1036,1269,1969,2479,1309,18290
Łęgowo Sulechowskie,POLREGIO Spółka Akcyjna,4329,3292,2726,2550,3928,3006,3191,3819,2252,2485,3013,4714,39305
Łęgowo Sulechowskie ,,4329,3292,2726,2550,3928,3006,3191,3819,2252,2485,3013,4714,39305
Stare Bielice,POLREGIO Spółka Akcyjna,5411,1614,1722,2125,1639,1444,2300,1370,1643,1872,3534,2577,27251
Stare Bielice ,,5411,1614,1722,2125,1639,1444,2300,1370,1643,1872,3534,2577,27251
Stare Kurowo,POLREGIO Spółka Akcyjna,5533,1579,1691,2155,1680,1482,2278,1419,1685,1939,3605,2627,27673
Stare Kurowo ,,5533,1579,1691,2155,1680,1482,2278,1419,1685,1939,3605,2627,27673
Sarbiewo,POLREGIO Spółka Akcyjna,5570,1705,1754,2166,1691,1498,2274,1405,1697,1964,3624,2671,28019
Sarbiewo ,,5570,1705,1754,2166,1691,1498,2274,1405,1697,1964,3624,2671,28019
Górki Noteckie,POLREGIO Spółka Akcyjna,5622,1819,1772,2157,1690,1476,2260,1368,1684,1934,3628,2650,28060
Górki Noteckie ,,5622,1819,1772,2157,1690,1476,2260,1368,1684,1934,3628,2650,28060
Olsztynek,PKP INTERCITY Spółka Akcyjna ,2089,682,321,933,846,1194,1660,1941,1324,1221,1576,2018,15805
Olsztynek,POLREGIO Spółka Akcyjna,642,135,74,39,55,95,231,319,157,427,336,233,2743
Olsztynek ,,2731,817,395,972,901,1289,1891,2260,1481,1648,1912,2251,18548
Santok,POLREGIO Spółka Akcyjna,5722,1949,1888,1788,1735,1514,2272,1363,1731,1952,3630,2678,28222
Santok ,,5722,1949,1888,1788,1735,1514,2272,1363,1731,1952,3630,2678,28222
Bydgoszcz Łęgnowo,POLREGIO Spółka Akcyjna,1052,518,393,455,424,643,834,1636,490,595,845,687,8572
Bydgoszcz Łęgnowo ,,1052,518,393,455,424,643,834,1636,490,595,845,687,8572
Nidzica,PKP INTERCITY Spółka Akcyjna ,2266,791,386,954,890,1217,1714,1852,1374,1366,1610,2179,16599
Nidzica,POLREGIO Spółka Akcyjna,488,111,61,110,70,83,270,339,209,443,410,260,2854
Nidzica ,,2754,902,447,1064,960,1300,1984,2191,1583,1809,2020,2439,19453
Brodnica,Arriva RP Sp. z o.o.,379,268,802,245,321,430,1168,479,329,282,574,525,5802
Brodnica,PKP INTERCITY Spółka Akcyjna ,321,82,286,127,309,141,1340,413,384,133,606,290,4432
Brodnica,CARGO Master Spółka z o.o.,,,,,,,,,,,,,
Brodnica ,,700,350,1088,372,630,571,2508,892,713,415,1180,815,10234
Prabuty Góry,Koleje Mazowieckie - KM Spółka z o.o.,1514,430,283,484,415,152,356,723,439,1050,1357,212,7415
Prabuty Góry ,,1514,430,283,484,415,152,356,723,439,1050,1357,212,7415
Strzegom,Koleje Dolnośląskie S.A.,2859,1367,1694,1499,1660,1277,2039,1614,1725,3338,2965,1425,23462
Strzegom ,,2859,1367,1694,1499,1660,1277,2039,1614,1725,3338,2965,1425,23462
Zamość,POLREGIO Spółka Akcyjna,971,215,245,234,763,1030,2629,2205,2515,1091,732,514,13144
Zamość,PKP INTERCITY Spółka Akcyjna ,1483,715,630,441,625,748,951,1172,653,845,960,1219,10442
Zamość ,,2454,930,875,675,1388,1778,3580,3377,3168,1936,1692,1733,23586
Bydgoszcz Zachód,POLREGIO Spółka Akcyjna,776,688,312,284,526,669,660,799,494,669,900,712,7489
Bydgoszcz Zachód,CARGO Master Spółka z o.o.,,,,,,,,,,,,,
Bydgoszcz Zachód ,,776,688,312,284,526,669,660,799,494,669,900,712,7489
Bydgoszcz Osowa Góra,POLREGIO Spółka Akcyjna,903,724,326,290,536,679,712,824,555,702,916,717,7884
Bydgoszcz Osowa Góra,CARGO Master Spółka z o.o.,,,,,,,,,,,,,
Bydgoszcz Osowa Góra ,,903,724,326,290,536,679,712,824,555,702,916,717,7884
Zielonczyn,POLREGIO Spółka Akcyjna,903,720,310,278,519,678,691,813,576,718,901,724,7831
Zielonczyn ,,903,720,310,278,519,678,691,813,576,718,901,724,7831
Zamość Starówka,POLREGIO Spółka Akcyjna,1028,241,254,234,758,1019,2599,2175,2508,1071,715,521,13123
Zamość Starówka,PKP INTERCITY Spółka Akcyjna ,1474,709,640,442,629,748,950,1168,583,835,956,1220,10354
Zamość Starówka ,,2502,950,894,676,1387,1767,3549,3343,3091,1906,1671,1741,23477
Zamość Wschód,POLREGIO Spółka Akcyjna,1014,241,255,232,730,1017,2567,2147,2471,1011,701,518,12904
Zamość Wschód,PKP INTERCITY Spółka Akcyjna ,1475,734,640,442,632,735,951,1170,589,828,953,1212,10361
Zamość Wschód ,,2489,975,895,674,1362,1752,3518,3317,3060,1839,1654,1730,23265
Ślesin,POLREGIO Spółka Akcyjna,992,761,332,286,536,739,786,885,688,915,1129,780,8829
Ślesin ,,992,761,332,286,536,739,786,885,688,915,1129,780,8829
Pawłówek,POLREGIO Spółka Akcyjna,916,719,330,289,537,686,721,825,569,717,919,728,7956
Pawłówek ,,916,719,330,289,537,686,721,825,569,717,919,728,7956
Trzebnica,Koleje Dolnośląskie S.A.,439,181,271,506,254,138,,,646,398,897,1246,4976
Trzebnica ,,439,181,271,506,254,138,,,646,398,897,1246,4976
Trzcianka,POLREGIO Spółka Akcyjna,624,461,256,546,720,536,605,606,485,431,712,593,6575
Trzcianka,PKP INTERCITY Spółka Akcyjna ,571,120,367,285,299,503,891,808,353,341,367,334,5239
Trzcianka,Koleje Wielkopolskie Sp. z o.o.,,,,,,,,,,,,30,30
Trzcianka ,,1195,581,623,831,1019,1039,1496,1414,838,772,1079,957,11844
Wieleń,POLREGIO Spółka Akcyjna,577,377,235,540,708,519,619,590,535,438,658,771,6567
Wieleń,PKP INTERCITY Spółka Akcyjna ,567,121,365,284,293,589,874,772,342,344,358,324,5233
Wieleń,Koleje Wielkopolskie Sp. z o.o.,,,,,,,,,,,,48,48
Wieleń ,,1144,498,600,824,1001,1108,1493,1362,877,782,1016,1143,11848
Łowczówek Pleśna,POLREGIO Spółka Akcyjna,2837,752,1101,361,624,706,1164,1572,1348,582,820,454,12321
Łowczówek Pleśna,Koleje Małopolskie Sp. z o.o.,181,237,126,18,,6,47,21,34,113,106,53,942
Łowczówek Pleśna,PKP CARGO S.A. w restrukturyzacji,,,,,,,,,6,,,,6
Łowczówek Pleśna ,,3018,989,1227,379,624,712,1211,1593,1388,695,926,507,13269
Gromnik,POLREGIO Spółka Akcyjna,2775,737,1032,344,598,525,1091,1543,1267,516,715,435,11578
Gromnik,Koleje Małopolskie Sp. z o.o.,166,236,117,22,6,14,24,20,42,116,80,43,886
Gromnik ,,2941,973,1149,366,604,539,1115,1563,1309,632,795,478,12464
Łowczów,POLREGIO Spółka Akcyjna,2815,758,1112,387,647,666,1201,1564,1353,578,832,440,12353
Łowczów,Koleje Małopolskie Sp. z o.o.,158,237,132,20,,13,55,21,50,118,110,57,971
Łowczów ,,2973,995,1244,407,647,679,1256,1585,1403,696,942,497,13324
Nowa Wieś Wielka,POLREGIO Spółka Akcyjna,783,439,128,523,373,1020,703,573,788,918,789,324,7361
Nowa Wieś Wielka,CARGO Master Spółka z o.o.,,,,,,,,,,,,,
Nowa Wieś Wielka ,,783,439,128,523,373,1020,703,573,788,918,789,324,7361
Jaksice,POLREGIO Spółka Akcyjna,653,369,157,540,376,1089,735,585,746,910,755,338,7253
Jaksice,CARGO Master Spółka z o.o.,,,,,,,,,,,,,
Jaksice ,,653,369,157,540,376,1089,735,585,746,910,755,338,7253
Trzciniec,POLREGIO Spółka Akcyjna,799,425,138,607,395,968,701,603,860,920,856,350,7622
Trzciniec,CARGO Master Spółka z o.o.,,,,,,,,,,,,,
Trzciniec ,,799,425,138,607,395,968,701,603,860,920,856,350,7622
Brzoza Bydgoska,POLREGIO Spółka Akcyjna,805,456,157,511,408,1054,706,614,815,929,838,306,7599
Brzoza Bydgoska,CARGO Master Spółka z o.o.,,,,15,,,,,,,,,15
Brzoza Bydgoska ,,805,456,157,526,408,1054,706,614,815,929,838,306,7614
Bydgoszcz Błonie,POLREGIO Spółka Akcyjna,859,481,163,604,426,994,756,638,878,976,885,385,8045
Bydgoszcz Błonie,CARGO Master Spółka z o.o.,,,,15,,,,,,,,,15
Bydgoszcz Błonie ,,859,481,163,619,426,994,756,638,878,976,885,385,8060
Złotniki Kujawskie,POLREGIO Spółka Akcyjna,724,385,132,526,385,1038,733,558,776,915,797,322,7291
Złotniki Kujawskie ,,724,385,132,526,385,1038,733,558,776,915,797,322,7291
Chmielniki Bydgoskie,POLREGIO Spółka Akcyjna,828,472,148,540,399,1070,728,606,820,940,842,336,7729
Chmielniki Bydgoskie ,,828,472,148,540,399,1070,728,606,820,940,842,336,7729
Siedlec Trzebnicki,Koleje Dolnośląskie S.A.,576,219,290,579,327,145,,,1562,453,995,1408,6554
Siedlec Trzebnicki ,,576,219,290,579,327,145,,,1562,453,995,1408,6554
Pierwoszów Miłocin,Koleje Dolnośląskie S.A.,572,217,287,573,330,144,,,1559,450,978,1413,6523
Pierwoszów Miłocin ,,572,217,287,573,330,144,,,1559,450,978,1413,6523
Brochocin Trzebnicki,Koleje Dolnośląskie S.A.,556,217,288,565,320,143,,,1546,452,968,1399,6454
Brochocin Trzebnicki ,,556,217,288,565,320,143,,,1546,452,968,1399,6454
Lubin Stadion,Koleje Dolnośląskie S.A.,2962,1005,966,1635,3372,1194,1958,721,1772,1358,2042,1411,20396
Lubin Stadion,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,,,
Lubin Stadion ,,2962,1005,966,1635,3372,1194,1958,721,1772,1358,2042,1411,20396
Sokółka,POLREGIO Spółka Akcyjna,2282,845,386,247,625,466,756,1019,780,528,1199,255,9388
Sokółka,PKP INTERCITY Spółka Akcyjna ,622,250,216,182,636,663,564,586,485,269,472,584,5529
Sokółka ,,2904,1095,602,429,1261,1129,1320,1605,1265,797,1671,839,14917
Jasło,POLREGIO Spółka Akcyjna,435,161,428,511,717,343,328,163,503,600,637,314,5140
Jasło,PKP INTERCITY Spółka Akcyjna ,657,388,345,301,198,216,615,901,541,424,236,279,5101
Jasło,Koleje Małopolskie Sp. z o.o.,25,122,215,,8,8,13,25,,,6,12,434
Jasło ,,1117,671,988,812,923,567,956,1089,1044,1024,879,605,10675
Niewodnica,POLREGIO Spółka Akcyjna,1413,897,1012,314,544,392,574,1094,1107,443,610,498,8898
Niewodnica ,,1413,897,1012,314,544,392,574,1094,1107,443,610,498,8898
Klepacze,POLREGIO Spółka Akcyjna,1453,917,1006,317,544,396,578,1101,1119,454,611,491,8987
Klepacze ,,1453,917,1006,317,544,396,578,1101,1119,454,611,491,8987
Trypucie,POLREGIO Spółka Akcyjna,1390,870,1026,315,600,408,606,1101,1119,440,617,495,8987
Trypucie ,,1390,870,1026,315,600,408,606,1101,1119,440,617,495,8987
Uhowo,POLREGIO Spółka Akcyjna,1438,829,1039,315,623,412,545,1142,1273,443,628,506,9193
Uhowo ,,1438,829,1039,315,623,412,545,1142,1273,443,628,506,9193
Bojary,POLREGIO Spółka Akcyjna,1443,837,1045,315,600,394,538,1124,1263,441,622,500,9122
Bojary ,,1443,837,1045,315,600,394,538,1124,1263,441,622,500,9122
Baciuty,POLREGIO Spółka Akcyjna,1403,809,974,305,590,396,525,1083,1047,430,610,489,8661
Baciuty ,,1403,809,974,305,590,396,525,1083,1047,430,610,489,8661
Głuszyca,Koleje Dolnośląskie S.A.,1796,966,1231,1584,1273,918,1729,1429,2406,4836,2038,1561,21767
Głuszyca,CARGO Master Spółka z o.o.,,,,12,,,,,,,,,12
Głuszyca,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,,,
Głuszyca ,,1796,966,1231,1596,1273,918,1729,1429,2406,4836,2038,1561,21779
Ustka,PKP INTERCITY Spółka Akcyjna ,763,283,415,411,467,2217,2479,2154,26,,,,9215
Ustka,POLREGIO Spółka Akcyjna,147,300,143,250,391,473,677,1205,,,,,3586
Ustka,Koleje Mazowieckie - KM Spółka z o.o.,,,,,,261,572,497,9,,,,1339
Ustka,CARGO Master Spółka z o.o.,,,,,,,,,,,,,
Ustka,Freightliner PL Spółka z o.o.,,,,,,,,,,,,,
Ustka ,,910,583,558,661,858,2951,3728,3856,35,,,,14140
Bielawa Zachodnia,Koleje Dolnośląskie S.A.,1236,518,508,318,839,525,951,754,654,915,844,654,8716
Bielawa Zachodnia ,,1236,518,508,318,839,525,951,754,654,915,844,654,8716
Bielawa Centralna,Koleje Dolnośląskie S.A.,1371,589,601,417,912,654,1058,835,762,1018,1031,738,9986
Bielawa Centralna ,,1371,589,601,417,912,654,1058,835,762,1018,1031,738,9986
Rogoźnica,Koleje Dolnośląskie S.A.,2883,1497,1766,1480,1731,1298,2022,1408,1588,3109,3013,1370,23165
Rogoźnica ,,2883,1497,1766,1480,1731,1298,2022,1408,1588,3109,3013,1370,23165
