 z Liczba opóźn. pociągów > 5 minut,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Razem:  z Liczba opóźn. pociągów > 5 minut
Stacja,Przewoźnik,styczeń,luty,marzec,kwiecień,maj,czerwiec,lipiec,sierpień,wrzesień,październik,listopad,grudzień,
Łódź Fabryczna,Koleje Wielkopolskie Sp. z o.o.,0,0,0,,,,,,,,,,0
Łódź Fabryczna,Łódzka Kolej Aglomeracyjna Sp. z o.o.,57,30,43,56,66,65,117,73,81,96,65,69,818
Łódź Fabryczna,PKP INTERCITY Spółka Akcyjna ,116,71,72,51,70,64,101,107,83,70,100,112,1017
Łódź Fabryczna,POLREGIO Spółka Akcyjna,59,35,41,13,35,27,70,52,44,36,50,49,511
Łódź Fabryczna ,,232,136,156,120,171,156,288,232,208,202,215,230,2346
Gdynia Cisowa,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,246,67,76,89,74,126,243,184,100,151,116,171,1643
Gdynia Cisowa ,,246,67,76,89,74,126,243,184,100,151,116,171,1643
Wejherowo,Koleje Mazowieckie - KM Spółka z o.o.,,,,,,6,22,27,1,,,,56
Wejherowo,PKP INTERCITY Spółka Akcyjna ,192,99,65,53,90,202,376,378,112,127,118,182,1994
Wejherowo,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,217,52,74,69,49,92,261,198,90,110,119,152,1483
Wejherowo,POLREGIO Spółka Akcyjna,119,40,42,36,60,127,240,245,81,86,102,163,1341
Wejherowo ,,528,191,181,158,199,427,899,848,284,323,339,497,4874
Częstochowa,Koleje Śląskie Spółka z o.o.,167,94,87,127,222,108,104,81,123,109,192,196,1610
Częstochowa,Łódzka Kolej Aglomeracyjna Sp. z o.o.,,,,,,,,,,,,1,1
Częstochowa,PKP INTERCITY Spółka Akcyjna ,221,128,175,158,217,213,256,293,222,154,213,262,2512
Częstochowa,POLREGIO Spółka Akcyjna,98,50,81,49,66,74,114,89,95,90,91,82,979
Częstochowa ,,486,272,343,334,505,395,474,463,440,353,496,541,5102
Piaseczno,Koleje Mazowieckie - KM Spółka z o.o.,286,154,174,145,193,199,286,217,179,179,152,156,2320
Piaseczno,PKP INTERCITY Spółka Akcyjna ,120,54,62,56,66,72,133,150,110,91,104,109,1127
Piaseczno,Szybka Kolej Miejska Sp. z o.o.,107,56,45,40,34,55,86,71,59,48,37,66,704
Piaseczno ,,513,264,281,241,293,326,505,438,348,318,293,331,4151
Kraków Łobzów,Koleje Małopolskie Sp. z o.o.,107,48,56,43,35,58,64,56,46,80,90,52,735
Kraków Łobzów,Koleje Śląskie Spółka z o.o.,33,17,12,11,13,17,18,22,16,31,37,28,255
Kraków Łobzów,POLREGIO Spółka Akcyjna,235,134,103,90,111,96,98,115,115,204,216,171,1688
Kraków Łobzów ,,375,199,171,144,159,171,180,193,177,315,343,251,2678
Kraków Bronowice,Koleje Małopolskie Sp. z o.o.,106,52,56,43,38,57,66,60,45,85,90,53,751
Kraków Bronowice,Koleje Śląskie Spółka z o.o.,35,20,13,12,15,17,20,22,16,34,37,30,271
Kraków Bronowice,POLREGIO Spółka Akcyjna,243,143,109,93,114,99,101,114,118,214,216,180,1744
Kraków Bronowice ,,384,215,178,148,167,173,187,196,179,333,343,263,2766
Katowice Ligota,Koleje Śląskie Spółka z o.o.,563,301,357,379,331,491,494,427,484,509,633,460,5429
Katowice Ligota,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,20,113,57,18,208
Katowice Ligota ,,563,301,357,379,331,491,494,427,504,622,690,478,5637
Katowice Piotrowice,Koleje Śląskie Spółka z o.o.,582,308,358,396,337,509,514,426,495,541,656,481,5603
Katowice Piotrowice ,,582,308,358,396,337,509,514,426,495,541,656,481,5603
Zielonka,Koleje Mazowieckie - KM Spółka z o.o.,120,51,79,74,79,115,142,89,164,130,125,79,1247
Zielonka ,,120,51,79,74,79,115,142,89,164,130,125,79,1247
Gdynia Stocznia-Uniwersytet Morski,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,243,62,70,99,66,108,193,155,104,,19,130,1249
Gdynia Stocznia-Uniwersytet Morski ,,243,62,70,99,66,108,193,155,104,,19,130,1249
Łódź Kaliska,Koleje Wielkopolskie Sp. z o.o.,4,3,1,1,4,4,8,10,7,6,6,2,56
Łódź Kaliska,Łódzka Kolej Aglomeracyjna Sp. z o.o.,46,35,47,41,32,51,74,81,81,55,159,86,788
Łódź Kaliska,PKP INTERCITY Spółka Akcyjna ,77,53,64,50,56,79,126,164,95,62,93,58,977
Łódź Kaliska,POLREGIO Spółka Akcyjna,75,38,51,42,40,58,79,91,71,74,90,58,767
Łódź Kaliska ,,202,129,163,134,132,192,287,346,254,197,348,204,2588
Tłuszcz,CARGO Master Spółka z o.o.,,,,,0,,,,,,,,0
Tłuszcz,Koleje Mazowieckie - KM Spółka z o.o.,195,103,102,96,100,122,125,96,124,148,125,72,1408
Tłuszcz,PKP INTERCITY Spółka Akcyjna ,135,66,83,52,71,113,149,113,100,81,88,88,1139
Tłuszcz,POLREGIO Spółka Akcyjna,,,,,0,,,,,,,,0
Tłuszcz ,,330,169,185,148,171,235,274,209,224,229,213,160,2547
Radom Główny,Koleje Mazowieckie - KM Spółka z o.o.,224,134,198,209,207,207,282,275,254,169,167,129,2455
Radom Główny,Łódzka Kolej Aglomeracyjna Sp. z o.o.,0,0,1,2,2,1,0,0,1,3,0,1,11
Radom Główny,PKP INTERCITY Spółka Akcyjna ,204,103,118,118,135,133,203,226,193,176,220,201,2030
Radom Główny,POLREGIO Spółka Akcyjna,,,1,5,5,1,5,5,4,2,3,2,33
Radom Główny ,,428,237,318,334,349,342,490,506,452,350,390,333,4529
Toruń Główny,Arriva RP Sp. z o.o.,103,58,79,59,94,112,120,67,117,74,95,75,1053
Toruń Główny,CARGO Master Spółka z o.o.,0,0,2,1,0,,,,,,,,3
Toruń Główny,PKP INTERCITY Spółka Akcyjna ,237,105,126,125,140,181,309,364,206,161,196,182,2332
Toruń Główny,POLREGIO Spółka Akcyjna,215,107,91,92,119,139,191,196,157,185,193,131,1816
Toruń Główny,RAILPOLONIA Sp. z o.o. (przewozy pasażerskie),,,,,,,,,,,,0,0
Toruń Główny ,,555,270,298,277,353,432,620,627,480,420,484,388,5204
Kutno,CARGO Master Spółka z o.o.,,,,,1,,,,,,,,1
Kutno,Koleje Mazowieckie - KM Spółka z o.o.,48,117,50,73,51,63,78,77,56,60,42,41,756
Kutno,Koleje Wielkopolskie Sp. z o.o.,11,14,19,49,27,20,24,20,25,18,11,22,260
Kutno,Łódzka Kolej Aglomeracyjna Sp. z o.o.,62,56,49,76,59,69,94,119,91,77,76,71,899
Kutno,PKP INTERCITY Spółka Akcyjna ,517,363,398,414,395,471,571,637,548,424,437,423,5598
Kutno,POLREGIO Spółka Akcyjna,35,21,23,27,28,20,41,43,41,34,41,30,384
Kutno ,,673,571,539,639,561,643,808,896,761,613,607,587,7898
Łódź Chojny,Koleje Wielkopolskie Sp. z o.o.,0,0,0,,,,,,,,,,0
Łódź Chojny,Łódzka Kolej Aglomeracyjna Sp. z o.o.,65,48,47,35,41,37,63,72,78,61,150,78,775
Łódź Chojny,PKP INTERCITY Spółka Akcyjna ,161,104,108,81,99,152,219,270,192,150,214,174,1924
Łódź Chojny,POLREGIO Spółka Akcyjna,44,25,26,21,13,26,41,38,27,37,62,35,395
Łódź Chojny ,,270,177,181,137,153,215,323,380,297,248,426,287,3094
Łódź Niciarniana,Koleje Wielkopolskie Sp. z o.o.,0,0,0,,,,,,,,,,0
Łódź Niciarniana,Łódzka Kolej Aglomeracyjna Sp. z o.o.,63,30,44,62,68,69,117,79,85,101,70,74,862
Łódź Niciarniana,PKP INTERCITY Spółka Akcyjna ,,0,0,1,,,0,0,,0,1,,2
Łódź Niciarniana,POLREGIO Spółka Akcyjna,89,52,51,20,46,34,93,69,55,53,70,63,695
Łódź Niciarniana ,,152,82,95,83,114,103,210,148,140,154,141,137,1559
Szczecin Dąbie,Koleje Dolnośląskie S.A.,,,,,,1,0,1,0,,,,2
Szczecin Dąbie,PKP INTERCITY Spółka Akcyjna ,301,149,170,146,200,279,289,341,228,177,200,280,2760
Szczecin Dąbie,POLREGIO Spółka Akcyjna,312,154,197,109,218,274,210,250,278,237,291,295,2825
Szczecin Dąbie ,,613,303,367,255,418,554,499,592,506,414,491,575,5587
Warszawa Falenica,Koleje Mazowieckie - KM Spółka z o.o.,156,95,104,90,106,179,225,124,130,149,142,125,1625
Warszawa Falenica,Szybka Kolej Miejska Sp. z o.o.,100,41,37,31,59,87,137,45,55,59,85,78,814
Warszawa Falenica ,,256,136,141,121,165,266,362,169,185,208,227,203,2439
Warszawa Wawer,Koleje Mazowieckie - KM Spółka z o.o.,149,89,98,94,106,178,234,130,130,154,160,127,1649
Warszawa Wawer,Szybka Kolej Miejska Sp. z o.o.,87,45,51,26,56,95,132,56,47,71,80,74,820
Warszawa Wawer ,,236,134,149,120,162,273,366,186,177,225,240,201,2469
Warszawa Anin,Koleje Mazowieckie - KM Spółka z o.o.,153,92,104,94,112,179,233,131,136,159,163,136,1692
Warszawa Anin,Szybka Kolej Miejska Sp. z o.o.,99,44,56,37,60,97,138,59,59,74,85,79,887
Warszawa Anin ,,252,136,160,131,172,276,371,190,195,233,248,215,2579
Warszawa Międzylesie,Koleje Mazowieckie - KM Spółka z o.o.,158,93,105,92,110,177,231,127,138,158,162,137,1688
Warszawa Międzylesie,Szybka Kolej Miejska Sp. z o.o.,101,46,53,37,62,93,137,55,56,70,86,81,877
Warszawa Międzylesie ,,259,139,158,129,172,270,368,182,194,228,248,218,2565
Warszawa Radość,Koleje Mazowieckie - KM Spółka z o.o.,157,92,108,89,103,177,233,129,137,154,156,135,1670
Warszawa Radość,Szybka Kolej Miejska Sp. z o.o.,100,44,45,32,62,92,141,53,55,68,87,81,860
Warszawa Radość ,,257,136,153,121,165,269,374,182,192,222,243,216,2530
Warszawa Miedzeszyn,Koleje Mazowieckie - KM Spółka z o.o.,159,93,107,89,104,181,229,129,133,154,157,130,1665
Warszawa Miedzeszyn,Szybka Kolej Miejska Sp. z o.o.,106,44,42,36,64,92,146,53,54,66,89,81,873
Warszawa Miedzeszyn ,,265,137,149,125,168,273,375,182,187,220,246,211,2538
Wołomin Słoneczna,Koleje Mazowieckie - KM Spółka z o.o.,112,49,79,72,77,111,103,88,130,118,95,57,1091
Wołomin Słoneczna ,,112,49,79,72,77,111,103,88,130,118,95,57,1091
Kobyłka Ossów,Koleje Mazowieckie - KM Spółka z o.o.,99,46,76,66,75,108,105,84,147,115,86,59,1066
Kobyłka Ossów ,,99,46,76,66,75,108,105,84,147,115,86,59,1066
Kobyłka,Koleje Mazowieckie - KM Spółka z o.o.,109,46,76,67,76,108,106,80,137,116,87,59,1067
Kobyłka ,,109,46,76,67,76,108,106,80,137,116,87,59,1067
Michalin,Koleje Mazowieckie - KM Spółka z o.o.,173,111,112,102,115,188,229,138,136,157,147,136,1744
Michalin,Szybka Kolej Miejska Sp. z o.o.,110,48,37,34,66,90,136,52,60,61,86,81,861
Michalin ,,283,159,149,136,181,278,365,190,196,218,233,217,2605
Otwock Świder,Koleje Mazowieckie - KM Spółka z o.o.,170,124,134,113,135,192,232,138,137,144,155,143,1817
Otwock Świder,Szybka Kolej Miejska Sp. z o.o.,103,50,28,34,66,83,125,46,53,52,80,76,796
Otwock Świder ,,273,174,162,147,201,275,357,184,190,196,235,219,2613
Józefów,Koleje Mazowieckie - KM Spółka z o.o.,178,121,127,110,132,197,236,143,141,152,157,143,1837
Józefów,Szybka Kolej Miejska Sp. z o.o.,108,48,34,34,66,86,131,49,55,54,84,78,827
Józefów ,,286,169,161,144,198,283,367,192,196,206,241,221,2664
Tychy,Koleje Śląskie Spółka z o.o.,510,242,306,307,268,415,393,302,376,455,493,433,4500
Tychy,PKP INTERCITY Spółka Akcyjna ,215,109,129,138,173,196,157,164,158,166,219,234,2058
Tychy ,,725,351,435,445,441,611,550,466,534,621,712,667,6558
Warszawa Gocławek,Koleje Mazowieckie - KM Spółka z o.o.,155,87,102,99,109,157,239,127,128,160,169,129,1661
Warszawa Gocławek,Szybka Kolej Miejska Sp. z o.o.,86,48,54,28,61,83,145,52,39,68,90,74,828
Warszawa Gocławek ,,241,135,156,127,170,240,384,179,167,228,259,203,2489
Warszawa Olszynka Grochowska,Koleje Mazowieckie - KM Spółka z o.o.,155,91,107,97,108,157,244,123,131,160,172,127,1672
Warszawa Olszynka Grochowska,Szybka Kolej Miejska Sp. z o.o.,85,46,55,24,58,82,143,52,38,69,91,75,818
Warszawa Olszynka Grochowska ,,240,137,162,121,166,239,387,175,169,229,263,202,2490
Warszawa Grochów,Koleje Mazowieckie - KM Spółka z o.o.,152,89,104,92,103,157,247,129,138,164,174,126,1675
Warszawa Grochów,Szybka Kolej Miejska Sp. z o.o.,83,50,52,27,55,79,144,56,37,69,91,77,820
Warszawa Grochów ,,235,139,156,119,158,236,391,185,175,233,265,203,2495
Nowy Dwór Mazowiecki,Koleje Mazowieckie - KM Spółka z o.o.,398,194,154,140,187,244,248,240,193,183,175,206,2562
Nowy Dwór Mazowiecki,PKP INTERCITY Spółka Akcyjna ,319,163,149,138,180,245,342,351,242,187,201,285,2802
Nowy Dwór Mazowiecki ,,717,357,303,278,367,489,590,591,435,370,376,491,5364
Żyrardów,Koleje Mazowieckie - KM Spółka z o.o.,158,75,104,99,140,109,143,85,83,103,140,70,1309
Żyrardów,PKP INTERCITY Spółka Akcyjna ,354,235,272,200,251,274,355,398,277,232,278,350,3476
Żyrardów,POLREGIO Spółka Akcyjna,41,15,28,21,30,25,40,32,31,45,51,42,401
Żyrardów ,,553,325,404,320,421,408,538,515,391,380,469,462,5186
Legnica,Koleje Dolnośląskie S.A.,641,257,315,289,372,270,427,251,585,489,453,385,4734
Legnica,PKP INTERCITY Spółka Akcyjna ,156,83,108,68,115,100,114,109,117,122,121,109,1322
Legnica ,,797,340,423,357,487,370,541,360,702,611,574,494,6056
Sulejówek Miłosna,Koleje Mazowieckie - KM Spółka z o.o.,225,110,119,237,282,295,350,365,261,486,514,197,3441
Sulejówek Miłosna,PKP INTERCITY Spółka Akcyjna ,,,,7,5,,,,,,0,,12
Sulejówek Miłosna,Szybka Kolej Miejska Sp. z o.o.,121,36,55,7,65,162,192,108,79,57,,30,912
Sulejówek Miłosna ,,346,146,174,251,352,457,542,473,340,543,514,227,4365
Poznań Garbary,CARGO Master Spółka z o.o.,,,,,0,,,,,,,,0
Poznań Garbary,Koleje Wielkopolskie Sp. z o.o.,186,113,111,113,102,240,211,137,174,223,212,187,2009
Poznań Garbary,PKP INTERCITY Spółka Akcyjna ,,2,,0,,,0,,0,,0,,2
Poznań Garbary,POLREGIO Spółka Akcyjna,78,37,23,34,34,57,44,40,59,65,62,31,564
Poznań Garbary,RAILPOLONIA Sp. z o.o. (przewozy pasażerskie),,,,,,,,,,,,1,1
Poznań Garbary ,,264,152,134,147,136,297,255,177,233,288,274,219,2576
Poznań Wschód,CARGO Master Spółka z o.o.,,,,,0,,,,,,,,0
Poznań Wschód,Koleje Wielkopolskie Sp. z o.o.,179,117,113,114,109,242,209,136,170,221,216,173,1999
Poznań Wschód,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,0,,0
Poznań Wschód,POLREGIO Spółka Akcyjna,75,38,25,35,35,58,48,40,59,62,62,31,568
Poznań Wschód,RAILPOLONIA Sp. z o.o. (przewozy pasażerskie),,,,,,,,,,,,2,2
Poznań Wschód ,,254,155,138,149,144,300,257,176,229,283,278,206,2569
Malbork,CARGO Master Spółka z o.o.,,0,,,,,,,,,,,0
Malbork,Koleje Mazowieckie - KM Spółka z o.o.,,,,,,7,29,31,1,,,,68
Malbork,PKP INTERCITY Spółka Akcyjna ,485,243,196,196,261,405,622,660,388,291,336,401,4484
Malbork,POLREGIO Spółka Akcyjna,249,99,111,95,107,169,348,368,154,166,160,215,2241
Malbork ,,734,342,307,291,368,581,999,1059,543,457,496,616,6793
Warszawa Dawidy,Koleje Mazowieckie - KM Spółka z o.o.,224,125,132,135,185,188,266,202,176,164,152,135,2084
Warszawa Dawidy,Szybka Kolej Miejska Sp. z o.o.,116,60,49,49,52,69,98,78,69,62,46,74,822
Warszawa Dawidy ,,340,185,181,184,237,257,364,280,245,226,198,209,2906
Warszawa Jeziorki,Koleje Mazowieckie - KM Spółka z o.o.,229,128,137,137,189,186,269,203,175,164,151,138,2106
Warszawa Jeziorki,Szybka Kolej Miejska Sp. z o.o.,116,61,49,48,48,68,96,79,70,59,44,75,813
Warszawa Jeziorki ,,345,189,186,185,237,254,365,282,245,223,195,213,2919
Nowa Iwiczna,Koleje Mazowieckie - KM Spółka z o.o.,227,130,138,135,179,181,264,200,166,154,142,136,2052
Nowa Iwiczna,Szybka Kolej Miejska Sp. z o.o.,116,60,49,45,45,65,96,77,67,56,42,71,789
Nowa Iwiczna ,,343,190,187,180,224,246,360,277,233,210,184,207,2841
Warszawa Okęcie,Koleje Mazowieckie - KM Spółka z o.o.,212,125,133,128,183,188,266,203,175,167,151,128,2059
Warszawa Okęcie,Szybka Kolej Miejska Sp. z o.o.,124,61,46,51,56,73,102,79,69,62,52,72,847
Warszawa Okęcie ,,336,186,179,179,239,261,368,282,244,229,203,200,2906
Zgierz,Łódzka Kolej Aglomeracyjna Sp. z o.o.,36,30,39,38,33,35,54,59,54,59,136,77,650
Zgierz,PKP INTERCITY Spółka Akcyjna ,75,50,60,48,53,74,115,156,91,59,94,70,945
Zgierz,POLREGIO Spółka Akcyjna,5,3,6,4,2,9,12,14,15,6,12,10,98
Zgierz ,,116,83,105,90,88,118,181,229,160,124,242,157,1693
Katowice Zawodzie,Koleje Śląskie Spółka z o.o.,349,174,176,160,265,228,192,170,229,260,327,320,2850
Katowice Zawodzie,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,1,,,1
Katowice Zawodzie,POLREGIO Spółka Akcyjna,191,90,58,75,90,95,73,77,68,119,147,147,1230
Katowice Zawodzie ,,540,264,234,235,355,323,265,247,297,380,474,467,4081
Katowice Szopienice Południowe,Koleje Śląskie Spółka z o.o.,377,168,181,165,279,249,210,174,231,254,329,333,2950
Katowice Szopienice Południowe,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,1,2,,3
Katowice Szopienice Południowe,POLREGIO Spółka Akcyjna,201,97,68,79,99,107,76,83,74,96,151,168,1299
Katowice Szopienice Południowe ,,578,265,249,244,378,356,286,257,305,351,482,501,4252
Zabrze,Koleje Śląskie Spółka z o.o.,184,122,97,84,134,147,124,104,184,185,214,268,1847
Zabrze,PKP INTERCITY Spółka Akcyjna ,518,283,342,305,342,452,509,468,441,370,452,511,4993
Zabrze ,,702,405,439,389,476,599,633,572,625,555,666,779,6840
Ząbki,Koleje Mazowieckie - KM Spółka z o.o.,83,40,54,68,54,79,57,65,130,71,48,40,789
Ząbki ,,83,40,54,68,54,79,57,65,130,71,48,40,789
Warszawa Zacisze Wilno,Koleje Mazowieckie - KM Spółka z o.o.,77,38,54,68,49,73,60,64,128,67,45,43,766
Warszawa Zacisze Wilno ,,77,38,54,68,49,73,60,64,128,67,45,43,766
Warszawa Wileńska,Koleje Mazowieckie - KM Spółka z o.o.,70,33,50,66,38,73,69,61,118,61,38,42,719
Warszawa Wileńska ,,70,33,50,66,38,73,69,61,118,61,38,42,719
Katowice Brynów,Koleje Śląskie Spółka z o.o.,409,215,243,244,200,345,394,300,355,366,460,348,3879
Katowice Brynów ,,409,215,243,244,200,345,394,300,355,366,460,348,3879
Warszawa Praga,Koleje Mazowieckie - KM Spółka z o.o.,178,62,63,66,73,109,93,100,79,85,83,73,1064
Warszawa Praga,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,1,,,1
Warszawa Praga,Szybka Kolej Miejska Sp. z o.o.,170,90,70,84,85,138,154,114,105,87,102,111,1310
Warszawa Praga ,,348,152,133,150,158,247,247,214,184,173,185,184,2375
Leszno,CARGO Master Spółka z o.o.,,,,,0,,,,,,,,0
Leszno,Koleje Dolnośląskie S.A.,,,,,,0,,,,,,,0
Leszno,Koleje Wielkopolskie Sp. z o.o.,52,91,58,34,52,63,61,38,62,80,82,93,766
Leszno,PKP INTERCITY Spółka Akcyjna ,258,191,158,140,180,260,328,272,248,244,248,380,2907
Leszno,POLREGIO Spółka Akcyjna,116,124,91,73,89,133,155,109,136,188,186,161,1561
Leszno ,,426,406,307,247,321,456,544,419,446,512,516,634,5234
Warszawa Żerań,Koleje Mazowieckie - KM Spółka z o.o.,177,64,65,65,71,112,98,103,72,74,73,75,1049
Warszawa Żerań,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,1,,,1
Warszawa Żerań,Szybka Kolej Miejska Sp. z o.o.,171,87,65,81,85,128,150,111,102,92,97,107,1276
Warszawa Żerań ,,348,151,130,146,156,240,248,214,174,167,170,182,2326
Warszawa Choszczówka,Koleje Mazowieckie - KM Spółka z o.o.,176,65,70,65,74,111,99,101,66,70,76,86,1059
Warszawa Choszczówka,Szybka Kolej Miejska Sp. z o.o.,177,91,65,76,80,130,152,105,99,94,93,113,1275
Warszawa Choszczówka ,,353,156,135,141,154,241,251,206,165,164,169,199,2334
Warszawa Wesoła,Koleje Mazowieckie - KM Spółka z o.o.,214,102,120,249,276,306,386,366,289,450,479,183,3420
Warszawa Wesoła,Szybka Kolej Miejska Sp. z o.o.,133,48,60,8,64,155,198,108,72,53,,34,933
Warszawa Wesoła ,,347,150,180,257,340,461,584,474,361,503,479,217,4353
Lublin Główny,PKP INTERCITY Spółka Akcyjna ,294,176,166,152,198,204,262,277,275,243,254,275,2776
Lublin Główny,POLREGIO Spółka Akcyjna,165,61,98,79,80,116,179,227,131,114,153,139,1542
Lublin Główny,SKPL Cargo Sp. z o.o.  (przewozy pasażerskie),10,2,4,4,9,12,18,30,21,9,6,4,129
Lublin Główny ,,469,239,268,235,287,332,459,534,427,366,413,418,4447
Warszawa Wola Grzybowska,Koleje Mazowieckie - KM Spółka z o.o.,216,103,124,222,278,309,373,363,280,442,454,185,3349
Warszawa Wola Grzybowska,Szybka Kolej Miejska Sp. z o.o.,131,45,57,7,66,159,193,108,70,54,,33,923
Warszawa Wola Grzybowska ,,347,148,181,229,344,468,566,471,350,496,454,218,4272
Sulejówek,Koleje Mazowieckie - KM Spółka z o.o.,216,104,123,221,286,301,369,362,277,438,453,185,3335
Sulejówek,Szybka Kolej Miejska Sp. z o.o.,129,42,59,7,66,161,194,110,79,56,,30,933
Sulejówek ,,345,146,182,228,352,462,563,472,356,494,453,215,4268
Warszawa Lotnisko Chopina,Koleje Mazowieckie - KM Spółka z o.o.,144,66,67,54,66,52,84,61,74,50,39,54,811
Warszawa Lotnisko Chopina,Szybka Kolej Miejska Sp. z o.o.,101,78,41,41,67,172,241,122,106,95,81,104,1249
Warszawa Lotnisko Chopina ,,245,144,108,95,133,224,325,183,180,145,120,158,2060
Zielona Góra Główna,Koleje Dolnośląskie S.A.,,,40,39,84,49,37,25,68,62,72,100,576
Zielona Góra Główna,PKP INTERCITY Spółka Akcyjna ,237,155,175,155,198,190,176,182,190,195,157,207,2217
Zielona Góra Główna,POLREGIO Spółka Akcyjna,460,333,324,341,377,318,317,314,485,560,555,647,5031
Zielona Góra Główna ,,697,488,539,535,659,557,530,521,743,817,784,954,7824
Krzeszowice,Koleje Małopolskie Sp. z o.o.,69,34,26,24,22,27,42,34,32,62,69,38,479
Krzeszowice,Koleje Śląskie Spółka z o.o.,38,17,19,19,24,17,23,21,19,45,48,33,323
Krzeszowice,PKP INTERCITY Spółka Akcyjna ,335,240,204,166,183,240,253,259,270,372,364,336,3222
Krzeszowice,POLREGIO Spółka Akcyjna,264,152,117,95,97,107,106,126,100,257,224,193,1838
Krzeszowice ,,706,443,366,304,326,391,424,440,421,736,705,600,5862
Rumia Janowo,PKP Szybka Kolej Miejska w Trójmieście sp. z o.o.,252,70,84,91,82,131,243,198,114,148,124,183,1720
Rumia Janowo ,,252,70,84,91,82,131,243,198,114,148,124,183,1720
Trzebinia,Koleje Małopolskie Sp. z o.o.,67,32,26,24,23,28,38,29,29,70,60,33,459
Trzebinia,Koleje Śląskie Spółka z o.o.,34,17,18,20,23,19,25,23,20,48,46,35,328
Trzebinia,PKP INTERCITY Spółka Akcyjna ,328,237,203,159,186,239,255,263,267,379,351,341,3208
Trzebinia,POLREGIO Spółka Akcyjna,279,175,142,101,108,103,105,129,109,264,231,194,1940
Trzebinia ,,708,461,389,304,340,389,423,444,425,761,688,603,5935
Zawiercie,Koleje Śląskie Spółka z o.o.,184,124,123,177,308,185,135,106,179,144,251,272,2188
Zawiercie,PKP INTERCITY Spółka Akcyjna ,363,245,239,231,324,302,281,302,267,241,350,412,3557
Zawiercie ,,547,369,362,408,632,487,416,408,446,385,601,684,5745
Tarnów,Koleje Małopolskie Sp. z o.o.,116,47,54,38,45,26,50,38,51,65,72,47,649
Tarnów,PKP CARGO S.A. w restrukturyzacji,,,,,,,,,0,,,,0
Tarnów,PKP INTERCITY Spółka Akcyjna ,365,188,202,164,191,208,307,284,276,262,260,296,3003
Tarnów,POLREGIO Spółka Akcyjna,241,101,109,69,91,85,131,111,120,136,126,106,1426
Tarnów ,,722,336,365,271,327,319,488,433,447,463,458,449,5078
Warszawa ZOO,Koleje Mazowieckie - KM Spółka z o.o.,233,89,83,89,108,155,131,109,99,101,103,100,1400
Warszawa ZOO,Szybka Kolej Miejska Sp. z o.o.,172,92,69,83,86,85,71,43,50,40,46,58,895
Warszawa ZOO ,,405,181,152,172,194,240,202,152,149,141,149,158,2295
Oświęcim,Koleje Małopolskie Sp. z o.o.,114,47,66,68,46,58,88,98,78,85,85,55,888
Oświęcim,Koleje Śląskie Spółka z o.o.,60,20,22,16,22,30,27,27,24,25,46,24,343
Oświęcim,LEO Express Global a.s.,3,5,3,2,1,2,2,1,4,3,3,7,36
Oświęcim,PKP INTERCITY Spółka Akcyjna ,145,118,66,43,51,102,125,123,72,136,151,116,1248
Oświęcim,POLREGIO Spółka Akcyjna,63,48,21,18,22,21,23,30,18,68,41,54,427
Oświęcim,Leo Express s.r.o.,,,,,,,,,,,,4,4
Oświęcim ,,385,238,178,147,142,213,265,279,196,317,326,260,2946
