station,lat,lon
Skwierzyna,52.5967483,15.5010958
Skórka,51.9216873,19.1524063
Skępe,52.8671562,19.3465204
Smardy,50.9922429,18.1443157
Smardzew,51.8740877,19.4705256
Smardzów Wrocławski,51.0306885,17.0661283
Smogorzów Przysuski,51.3949128,20.6051649
Smolec,51.0744801,16.8843573
Smolniki,54.3474573,17.7540729
Smroków,50.2824559,20.0324396
Smętowo,53.747959,18.6858934
Sobibór,51.4727122,23.6435584
Sobków,50.6987193,20.4543922
Sobolew,51.741893,21.6682644
Sobótka,50.8992535,16.7444655
Sobótka Zachodnia,50.9078368,16.7007723
Sobów,50.8841541,21.6907982
Sochaczew,52.2367219,20.2571236
Sokole Białostockie,53.0862218,23.5112116
Sokoliniec,53.2920871,15.4987314
Sokołowo Budzyńskie,52.8448,16.94205
Sokoły,52.9928125,22.7009341
Sokule,52.0640766,20.3726627
Sokółka,53.4049183,23.4995562
Solec Kujawski,53.0791965,18.2246086
Solec Wielkopolski,52.1097422,17.3195972
Solniki Wielkie,51.162494,17.475761
Somonino,54.2792217,18.2006456
Sopot,54.4447922,18.5684902
Sopot Kamienny Potok,54.4576401,18.5535799
Sopot Wyścigi,54.4312893,18.5652352
Sosnowe,52.1601018,21.933959
Sosnowiec Dańdówka,50.2655094,19.1727723
Sosnowiec Główny,50.27895,19.1263859
Sosnowiec Jęzor Południowy,50.2286545,19.1654178
Sosnowiec Kazimierz,50.2886411,19.2315955
Sosnowiec Porąbka,50.2721032,19.2162482
Sosnowiec Południowy,50.2697299,19.1253609
Sowczyce,50.84357,18.49458
Sowin,50.9145588,19.6230041
Sołtyków,51.1371696,20.6906592
Sośnica Jarosławska,49.9015592,22.8515087
Sośnie Ostrowskie,51.4715395,17.6394539
Spała,51.5401769,20.1362048
Spychowo,53.6022737,21.3461575
Spytkowice,49.994979,19.5087999
Spytkowice Kępki,49.9990933,19.5222949
Spławie,51.9916468,16.6346312
Stalowa Wola,50.5665754,22.0437212
Stalowa Wola Centrum,50.570227,22.0550645
Stalowa Wola Charzewice,50.6031517,22.0251942
Stalowa Wola Południe,50.5449264,22.0788926
Stalowa Wola Rozwadów,50.5913352,22.0419635
Staniszcze Małe,50.6645979,18.3158012
Stanisławice,52.1787996,19.5738168
Staniątki,50.0106406,20.1941445
Stanowice,50.9654384,17.2610623
Stara Kamienica,50.9168596,15.5721391
Stara Piła,54.3254393,18.4121623
Stara Wieś,49.7214975,22.0095894
Stara Łubianka,53.23125,16.68135
Starachowice,51.0518865,21.0761377
Starachowice Michałów,51.0150128,21.1084547
Starachowice Wschodnie,51.0419091,21.0787913
Starczów,50.5552088,16.9295136
Stare Berezowo,52.7388083,23.4584459
Stare Bielice,52.84862,15.92217
Stare Bojanowo,51.998611,16.5840874
Stare Drzewce,51.77082,16.215
Stare Grudze,52.0406252,19.9062346
Stare Guty,53.6117827,21.9191397
Stare Jabłonki,53.69379,20.10404
Stare Kurowo,52.8572,15.67243
Stare Olesno,50.91162,18.35161
Stare Pole,54.0546851,19.2035336
Stargard,53.3379935,15.0350493
Starkowo,54.5103,16.80818
Starogard Gdański,53.9654471,18.5266573
Staropole Częstochowskie,50.7647169,19.5288669
Stary Borek,54.1324442,15.4820644
Stary Grodków,50.6558659,17.3881383
Stary Jawor,50.9441811,21.0859141
Stary Klukom,53.13172,15.44313
Stary Sącz,49.5640376,20.6366038
Stary Wielisław,50.4004843,16.5649706
Stary Węgliniec,51.3040734,15.1948433
Stasin Polny,51.2132592,22.4736992
Staw Kunowski,51.0038997,21.2466619
Stawiany Pińczowskie,50.581147,20.5907834
Stawiguda,53.6584991,20.4011694
Stawno,53.4988268,14.9001279
Stefanowo,52.455,18.4402778
Steknica,54.7134023,17.5777953
Sterkowiec,49.9954449,20.6792845
Stobno,51.2818865,16.6148455
Stobno Szczecińskie,53.4085523,14.4374883
Stogi Malborskie,54.0639673,18.9689952
Stok Lacki,52.1567664,22.3563348
Strabla,52.9036671,23.0944284
Stramnica,54.1540478,15.6381004
Strażów,50.0679954,22.1328471
Stronie,49.6122373,20.5284708
Stronno,53.291317,18.0668794
Strumień,49.9171995,18.7634908
Strykowo Poznańskie,52.2434499,16.6136604
Stryków,51.9009447,19.6036969
Stryszawa,49.713531,19.5206116
Stryszów,49.825128,19.6261498
Strzałkowo,52.3110408,17.814898
Strzebielino Morskie,54.5628928,18.028786
Strzebiń,50.6161448,18.9043539
Strzegom,50.9601066,16.3462134
Strzelce Krajeńskie Wschód,52.8364969,15.5837747
Strzelce Kujawskie,52.3227963,19.3685466
Strzelce Opolskie,50.5109033,18.3004547
Strzelce Świdnickie,50.9109926,16.660991
Strzelin,50.78092,17.0683947
Strzelinko,54.5186162,16.959935
Strzyżyna,51.6862924,21.2027373
Strzyżyno Słupskie,54.4909319,17.3737792
Strzyżów Zachodni,49.868666,21.7713502
Strzyżów nad Wisłokiem,49.8692563,21.8015116
Stróże,49.6541485,20.9758165
Strączno,53.2432975,16.3863291
Studzianka,51.9299687,23.2129988
Studzianki Nowe,52.5378843,20.7514965
Stulno,51.3730356,23.625154
Stupsk Mazowiecki,53.0211433,20.4340105
Styków Iłżecki,51.0108605,21.1513734
Stąporków,51.1380145,20.5573073
Stęszew,52.2793539,16.6999331
Subkowy,54.0025394,18.7689934
Subkowy Centrum,54.0024999,18.7607226
Sucha Beskidzka,49.7328974,19.5824593
Sucha Beskidzka Zamek,49.7433785,19.6033454
Sucha Żyrardowska,52.0228796,20.3593707
Suchatówka,52.9119052,18.4794386
Suchedniów,51.0472338,20.8386652
Suchedniów Północny,51.0652814,20.8491495
Suchowolce,52.6125655,23.325433
Suchy Bór Opolski,50.6572588,18.0365199
Sulechów,52.0854782,15.6259091
Sulejówek,52.2433944,21.2777123
Sulejówek Miłosna,52.2406542,21.2986542
Sulino,53.2090165,15.3938171
Suliszewo Drawskie,53.5171504,15.8929557
Sulów,50.9047576,22.3631684
Sulęcinek,52.1370616,17.3087457
Sumina,52.4247222,18.6413889
Sumina Wieś,50.1219108,18.4105111
Surochów,50.0193706,22.754672
Susiec,50.4166811,23.2041271
Susk,52.8039152,19.6828653
Susz,53.7166619,19.3385289
Suszec,50.0380334,18.7883358
Suszec Kopalnia,50.0395808,18.7738447
Suszec Rudziczka,50.0456111,18.7540148
Suszka,53.82863,17.14455
Suwałki,54.1027125,22.9318782
Sułkowice,49.8408265,19.8012137
Swarożyn,54.0381227,18.6627568
Swarzewo,54.7599156,18.4000829
Swarzędz,52.4103728,17.0771038
Swobodna,53.9346223,20.3885
Swędów,51.9038358,19.5495208
Sycewice,54.4228128,16.8628611
Sycze,52.4300857,23.0054796
Szachy,51.9882963,22.9146405
Szadek,51.69175,18.97703
Szadkowice,51.6664717,18.9766374
Szaflary,49.4229109,20.0260584
Szaflary Centrum,49.4233997,20.0190341
Szalowa,49.6820756,21.022621
Szamotuły,52.6120328,16.5831241
Szaniawy,51.9469265,22.5448868
Szarów,51.94962,18.8716938
Szastarka,50.8563735,22.3264392
Szczaniec,52.2692546,15.6855248
Szczawne Kulaszne,49.4072176,22.1429552
Szczawno - Ciemnice,52.0394679,15.2338262
Szczebrzeszyn,50.6946972,22.9786754
Szczecin Dunikowo,53.3858925,14.7383306
Szczecin Dąbie,53.3913468,14.6704623
Szczecin Gumieńce,53.3980028,14.4976184
Szczecin Główny,53.4192387,14.5519713
Szczecin Niebuszewo,53.4485317,14.5543688
Szczecin Podjuchy,53.3599161,14.5857672
Szczecin Port Centralny,53.4133077,14.5658023
Szczecin Trzebusz,53.411715,14.7129744
Szczecin Wzgórze Hetmańskie,53.4067857,14.5211192
Szczecin Załom,53.4294751,14.7440097
Szczecin Zdroje,53.3788244,14.636904
Szczecin Zdunowo,53.3832809,14.7628306
Szczecin Łasztownia,53.4182168,14.5597513
Szczecin Żydowce,53.3524764,14.5739079
Szczecinek,53.708021,16.6943922
Szczecinek Bugno,53.7231847,16.6843617
Szczecinek Chyże,53.7181804,16.6971931
Szczedrzykowice,51.2282018,16.3466952
Szczejkowice,50.0993799,18.6806787
Szczepanowice,51.23343,19.63484
Szczepanów,50.73993,20.35814
Szczepki,53.9601025,22.9551819
Szczytna,50.4169281,16.4408185
Szczytno,53.563733,20.9968636
Szebnie,49.7589559,21.5970934
Szepietowo,52.8712982,22.5474331
Szeroki Bór,53.61922,21.64204
Szewce,52.6986131,19.8478455
Szewnica,52.4853602,21.562639
Szklarska Poręba Dolna,50.8410932,15.5552282
Szklarska Poręba Górna,50.8254503,15.5166363
Szklarska Poręba Huta,50.826004,15.5047489
Szklarska Poręba Średnia,50.8436587,15.5333074
Szlachta,53.7688414,18.1141383
Szpęgawsk,54.0031337,18.6059067
Szreniawa,51.0722376,20.0616585
Sztum,53.9198663,19.0305384
Sztumska Wieś,53.8945007,19.0104133
Szulborze Wielkie,52.7602407,22.2282937
Szybowice,50.3526521,17.4866564
Szydłowiec,51.2238922,20.8575141
Szydłowo Krajeńskie,53.1667541,16.6069128
Szydłów,50.5907684,21.0045698
Szydłów Centrum,50.6052567,17.7183013
Szymankowo,54.07363,18.92254
Szymany,53.48385,20.9626
Szymany Lotnisko,53.489121,20.9475371
Szymbory,54.0899942,19.9181855
Szymiszów,50.5177,18.2484683
Szymocice,50.1624654,18.3734558
Sól,50.5128103,22.6536942
Sól Kiczora,49.5103714,19.0475463
Sątopy,54.0612945,21.0128715
Sątopy-Samulewo,54.0729258,21.0240856
Sędzice,51.6427225,18.5976889
Sędziszów,50.564781,20.0538047
Sędziszów Małopolski,50.0715996,21.7007524
Sędziszów Małopolski Wschodni,50.0699864,21.7285588
Sędzisław,50.8204862,16.0640931
Sława Wielkopolska,52.6375687,17.1457634
Sławięcice,50.3726874,18.3238027
Sławki,54.2543556,18.1808171
Sławków,50.2984547,19.3898475
Sławno,54.361142,16.6754076
Słomianka,53.5634738,23.3978858
Słomniki,50.2403739,20.0811369
Słomniki Miasto,50.235873,20.0763665
Słone,52.6315444,18.9384213
Słonice,53.09083,15.51753
Słonowice,54.3888139,16.904951
Słosinko,53.9424043,16.9845619
Słotwiny,51.7235607,19.8398892
Słowienkowo,54.20609,15.94917
Słubice,52.3557481,14.5662367
Słupca,52.2907013,17.8716447
Słupia,54.2870772,17.3242956
Słupsk,54.4635771,17.020948
Słupsk Północny,54.4835018,17.0144003
Taciszów,50.3724629,18.5284318
Taczanów,51.8409612,17.7561366
Tantow,53.3257348,14.4145916
Tarchały Wielkie,51.591556,17.7050627
Targowiska,52.5906609,22.8432809
Tarnawa Dolna,49.47358,22.25471
Tarnobrzeg,50.5837775,21.7117863
Tarnowiec,53.4935,14.91598
Tarnowiec Brzeski,50.9138886,17.6522238
Tarnowo Pomorskie,53.3063513,15.366059
Tarnowo Rogozińskie,52.8039252,16.9752883
Tarnowska Wola,51.6522814,20.0137659
Tarnowskie Góry,50.4445194,18.8554757
Tarnów,50.0123784,20.9880739
Tarnów Mościce,50.0064054,20.9239433
Tarnów Opolski,50.5803405,18.0827155
Tarzymiechy,50.8545719,23.1220821
Tarło,51.5092031,22.6971274
Tczew,54.0869532,18.8000293
Teresin Niepokalanów,52.2022073,20.4163976
Terespol,52.0756167,23.6133645
Terespol Pomorski,53.4092853,18.3537954
Tereszpol Biłgorajski,50.5744144,22.8853001
Tleń,53.6146709,18.2686746
Tomaszów Bolesławiecki,51.2603326,15.6823142
Tomaszów Mazowiecki,51.5194865,20.0337541
Tomaszów Mazowiecki Białobrzegi,51.5245349,20.066018
Tomaszówek,50.4367094,20.751619
Topola-Osiedle,51.6152724,17.7624835
Toporów,50.7217879,21.3288769
Topór,51.1814047,17.2567593
Toruń Czerniewice,52.9746537,18.6741753
Toruń Główny,53.0001062,18.6146297
Toruń Kluczyki,52.9900153,18.5783676
Toruń Miasto,53.0123138,18.6197194
Toruń Wschodni,53.0264709,18.6334589
Torzym,52.3138586,15.0828279
Toszek,50.4551063,18.5180604
Trakiszki,54.2468327,23.1980391
Trawniki,51.1351853,22.9971028
Troszyn,53.8403247,14.7169556
Trypucie,53.0689884,23.025748
Tryńcza,50.1590707,22.5524678
Trzciana,49.5026463,21.6985591
Trzcianka,53.041755,16.4614788
Trzciniec,53.5052312,16.3074145
Trzcińsko,50.8725446,15.8795364
Trzebaw Rosnówko,52.2965117,16.7671675
Trzebiatów,54.062627,15.2656577
Trzebinia,50.1597686,19.4709097
Trzebiszewo,52.63142,15.3979
Trzebnica,51.3096424,17.062596
Trzemeszno,52.5600669,17.8208936
Trąbki,54.278462,19.8439054
Tuchola,53.5880901,17.8590414
Tuchola Rudzki Most,53.5765793,17.8912805
Tuchorza,52.1851132,16.0478085
Tuchów,49.895219,21.0538362
Tuczki,53.3542663,19.9539567
Tuczno Krajeńskie,53.2189875,16.1754038
Tumlin,50.9674642,20.6021604
Tunel,50.4335931,19.9912442
Tuplice,51.674646,14.8312165
Tuplice Dębinka,51.6661036,14.9103665
Turbia,50.6198035,21.9862818
Turowo Pomorskie,53.6471775,16.7228804
Turza Wielka,52.7022291,19.4548537
Turzno,53.1056869,18.7358654
Turzno Kujawskie,52.8333971,18.7812253
Turzynów,52.2241667,19.0261111
Turów,50.9943989,17.067847
Tuszyma,50.1968443,21.5131551
Tuszów Narodowy,50.3706214,21.464134
Tułowice,50.5954195,17.6533063
Tuły,50.864506,18.1445913
Twarda Góra,53.67963,18.68534
Twardawa,50.3429435,17.9903082
Twardogóra,51.364557,17.469599
Tworków,50.0067186,18.2356817
Tworóg,50.5319435,18.7187362
Tychowo,53.92866,16.25668
Tychy,50.1264981,19.0067846
Tychy Aleja Bielska,50.1173233,18.982341
Tychy Grota Roweckiego,50.1141544,18.9860432
Tychy Lodowisko,50.1077384,19.0008785
Tychy Zachodnie,50.1211508,18.9787851
Tychy Żwaków,50.1100675,18.9531674
Tymień,54.2046983,15.8516594
Tłoki,52.1111944,16.1775058
Tłuszcz,52.4301697,21.4355074
Ubocze,53.89807,16.4031
Uherce,49.4653618,22.3999
Uherce Tunel,49.4638705,22.3803553
Uhowo,53.0033155,22.9082955
Uhrusk,51.2961173,23.6285632
Uhrusk Przystanek,51.2956096,23.6189241
Ulikowo,53.3492682,15.1371482
Unieszewo,53.7157566,20.3077387
Unisław Pomorski,53.2061787,18.3826938
Unisław Śląski,50.7131503,16.2477789
Urle,52.51649,21.6237892
Ustanówek,51.996781,21.0600715
Ustianowa,49.4362505,22.5054001
Ustka,54.5811254,16.8612962
Ustka Uroczysko,54.5798234,16.8455938
Ustronie Morskie,54.2131404,15.7545528
Ustroń,49.7181505,18.8028338
Ustroń Brzegi,49.7100734,18.8197188
Ustroń Polana,49.6964127,18.8302005
Ustroń Zdrój,49.7205013,18.8167182
Ustrzesz,51.7910454,22.6935109
Ustrzyki Dolne,49.4301874,22.5877003
Visnova,,
Wadowice,49.8834484,19.4925345
Wadowice Osiedle Podhalanin,49.8878243,19.4822161
Walawa,49.8642798,22.883364
Waliły,53.1390699,23.5940444
Wandzin,51.0194301,22.5518264
Wapienno,52.83531,17.95992
Waplewo,53.49891,20.32217
Wargowo,54.42588,17.52959
Warka,51.7850969,21.1833835
Warka Miasto,51.7810999,21.1773831
Warkocz,50.820065,17.0442919
Warlubie,53.5876369,18.6274848
Warnowo,53.9310847,14.5459512
Warszawa Aleje Jerozolimskie,52.2060562,20.9408396
Warszawa Anin,52.212993,21.1599414
Warszawa Centralna,52.2288207,21.00316
Warszawa Choszczówka,52.3577087,20.9723779
Warszawa Dawidy,52.1285606,20.9911229
Warszawa Falenica,52.1620483,21.2106772
Warszawa Gdańska,52.2590955,20.9923588
Warszawa Gocławek,52.2386653,21.1326399
Warszawa Gołąbki,52.2084041,20.8640568
Warszawa Grochów,52.2536969,21.101828
Warszawa Główna,52.2250393,20.9850425
Warszawa Jeziorki,52.1103103,20.9931266
Warszawa Koło,52.2462235,20.9590147
Warszawa Lotnisko Chopina,52.1696266,20.9753321
Warszawa Miedzeszyn,52.1726622,21.2002174
Warszawa Międzylesie,52.2039216,21.168978
Warszawa Mokry Ług,52.2772783,21.1704615
Warszawa Młynów,52.2391381,20.9584665
Warszawa Ochota,52.2138798,21.0032532
Warszawa Okęcie,52.1657359,20.9873566
Warszawa Olszynka Grochowska,52.2498804,21.1064928
Warszawa Powiśle,52.2337064,21.0281295
Warszawa Powązki,52.2560783,20.9723781
Warszawa Praga,52.2946909,21.0104255
Warszawa Płudy,52.3340318,20.9859058
Warszawa Radość,52.1857228,21.1871497
Warszawa Rakowiec,52.1967848,20.9661819
Warszawa Rembertów,52.2571084,21.158478
Warszawa Stadion,52.2447987,21.0439637
Warszawa Służewiec,52.1807488,20.9870352
Warszawa Targówek,52.2642698,21.0517527
Warszawa Toruńska,52.2941826,21.0130377
Warszawa Ursus,52.1964007,20.8852512
Warszawa Ursus Niedźwiadek,52.1914638,20.8700172
Warszawa Ursus Północny,52.2057501,20.889622
Warszawa Wawer,52.2233538,21.1496097
Warszawa Wesoła,52.2540876,21.2240854
Warszawa Wileńska,52.2558006,21.0385505
Warszawa Wola,52.2297953,20.957835
Warszawa Wola Grzybowska,52.2528227,21.2508564
Warszawa Wschodnia,52.2515889,21.0523678
Warszawa Włochy,52.206084,20.9145689
Warszawa ZOO,52.2635233,21.0178245
Warszawa Zachodnia,52.2201572,20.9651719
Warszawa Zachodnia peron 9,52.2219653,20.9615056
Warszawa Zacisze Wilno,52.2779433,21.0802097
Warszawa Śródmieście,52.2294024,21.007588
Warszawa Żerań,52.3142173,20.9988691
Warszawa Żwirki i Wigury,52.193416,20.9803082
Warszowice,49.99281,18.71899
Warząchewka,52.5847362,19.0807506
Wasilków,53.198684,23.2056777
Wałbrzych Centrum,50.7733734,16.2698578
Wałbrzych Fabryczny,50.7613941,16.2670481
Wałbrzych Główny,50.7433935,16.2806898
Wałbrzych Miasto,50.7862286,16.2852337
Wałbrzych Szczawienko,50.8163919,16.3027078
Wałcz,53.2728538,16.4768177
Wałcz Raduń,53.276825,16.4572998
Wałdowo Szlacheckie,53.3845293,18.7245998
Wałki,52.5559522,23.0511499
Wałowice,51.9889273,14.8025
Ważne Młyny,51.04145,19.14861
Wejherowo,54.6060682,18.2317861
Wejherowo Śmiechowo,54.6019278,18.2756241
Wejherowo-Nanice,54.603592,18.2492963
Werbkowice,50.7509575,23.767431
Werchrata,50.2565809,23.471981
Widacz,49.8093664,21.6279544
Widełka,50.2035715,21.8805279
Widuchowa,50.4852832,20.7923885
Widzino,54.4264466,16.9657291
Widzów Teklinów,50.9810384,19.367218
Wiekowo,54.3036461,16.3757099
Wielanowo,53.8681775,16.3178547
Wielbark,53.3984244,20.9462724
Wieleń,52.8943347,16.1712847
Wieliczka Bogucice,49.998474,20.0366956
Wieliczka Park,49.9891052,20.0493336
Wieliczka Rynek-Kopalnia,49.985651,20.0566466
Wieliszew,52.4497362,20.9694128
Wieliszew Centrum,52.4433611,20.9951729
Wielkie Drogi,49.9607622,19.7037898
Wielowieś,50.5088655,18.6124789
Wieluń,51.2204544,18.5700965
Wieluń Dąbrowa,51.2396362,18.5502063
Wieniawa,51.2499359,22.5371973
Wierchomla Wielka,49.4193395,20.7825182
Wierna Rzeka,50.8641401,20.312838
Wieruszów,51.2951647,18.1510623
Wieruszów JURA-POLSKA,,
Wieruszów Miasto,51.2995514,18.1645906
Wierzawice,50.2359458,22.4525456
Wierzbica Górna,51.0311024,17.98235
Wierzbice,50.9549201,16.8926866
Wierzbno,52.1898719,21.0167966
Wierzbowa Śląska,51.3969375,15.7587841
Wierzchosławice,50.0274989,20.8593482
Wierzchowice,51.4822387,17.3327429
Wierzchowo Człuchowskie,53.6178993,17.4472969
Wierzchucin,53.5448342,18.1150925
Wierzchucin Stary,53.5571304,18.0909408
Wiesiółka,53.2705066,16.6125935
Wietrzychowo,53.42059,20.4047
Wiewiecko,53.5185403,15.6323106
Wieżyca,54.2239862,18.1230713
Wiktorowo,52.5771775,20.6897588
Wilczyska,51.8466585,21.8969318
Wilkoszewice,51.25286,19.63325
Wilkowice,51.8236419,20.1429271
Wilkowice Bystra,49.7602349,19.0882287
Wilkowo Świebodzińskie,52.2540745,15.4690626
Wilkołaz,50.986117,22.3294289
Wilkołaz Wieś,51.0070183,22.3359988
Wilków Namysłowski,51.094239,17.6584067
Wipsowo,53.8963561,20.794808
Wiry,50.8358943,16.6458015
Wisła Dziechcinka,49.6474553,18.8656014
Wisła Głębce,49.6216894,18.8760729
Wisła Jawornik,49.6696723,18.8474642
Wisła Kopydło,49.6350047,18.8696177
Wisła Uzdrowisko,49.658645,18.8544783
Wisłoczanka,49.9517831,21.91484
Witanów,52.18689,20.57728
Witaszyce,51.9427937,17.5711082
Witkowo,52.4395881,17.7725138
Witków Śląski,50.7938256,16.1274664
Witnica,52.6729399,14.8972121
Witnica Chojeńska,52.866148,14.4511483
Witonia,52.1469973,19.2943318
Witowo,52.6450814,23.5025131
Więcławice,52.6288664,19.423039
Wiśniowa,49.8688107,21.653553
Wkra,52.9129902,20.2109751
Wodzisław Śląski,50.0023056,18.4481091
Wodzisław Śląski Centrum,49.9984274,18.4639099
Wodzisław Śląski Radlin,50.020272,18.4812132
Wojanów,50.8733422,15.8331319
Wojaszówka,49.7795399,21.6687613
Wojnowice Wielkopolskie,52.3268949,16.4666369
Wojsław,50.7258194,17.3586219
Wola Bierwiecka,51.5431887,21.1773074
Wola Filipowska,50.1328995,19.5875894
Wola Lipieniecka,51.2770711,21.0265513
Wola Radziszowska,49.9082745,19.7879994
Wola Radziszowska Lipki,49.9100054,19.799257
Wola Rowska,51.8277,21.61371
Wola Rzędzińska,50.0372232,21.064394
Wola Łużańska,49.6912757,21.0667426
Wolanów,51.3795633,20.9756935
Wolbrom,50.3848386,19.7598844
Wolbrom Zachodni,50.3795391,19.7545614
Wolbórka,51.5652611,19.7729503
Wolenice,51.7636992,17.4412894
Wolica,50.4336955,20.71522
Wolin,53.843788,14.6157008
Wolsztyn,52.11725,16.1126622
Worowo,53.6980582,15.6450975
Wołczyn,51.0190253,18.049603
Wołomin,52.3468689,21.2420179
Wołomin Słoneczna,52.3543287,21.2557217
Wołowno,53.8157731,20.1942524
Wołów,51.3363841,16.6486903
Wrocław Brochów,51.0642794,17.0846248
Wrocław Grabiszyn,51.0967031,16.9745911
Wrocław Główny,51.097916,17.0379512
Wrocław Kowale,51.134977,17.1001696
Wrocław Kuźniki,51.1280409,16.9522088
Wrocław Leśnica,51.1419618,16.8672785
Wrocław Mikołajów,51.1162965,16.998395
Wrocław Muchobór,51.1111407,16.9747674
Wrocław Nadodrze,51.1256579,17.0329905
Wrocław Nowy Dwór,51.1198234,16.9522434
Wrocław Osobowice,51.1670923,16.9966038
Wrocław Partynice,51.0611197,16.9976665
Wrocław Pawłowice,51.1687803,17.1083776
Wrocław Popiele,51.1224546,17.1142732
Wrocław Popowice,51.1273621,17.001416
Wrocław Pracze,51.1700195,16.9031293
Wrocław Psie Pole,51.150452,17.1185445
Wrocław Różanka,51.1380036,17.0037711
Wrocław Sołtysowice,51.1425485,17.0835373
Wrocław Stadion,51.1370304,16.9406255
Wrocław Strachocin,51.1098231,17.145702
Wrocław Swojczyce,51.1158639,17.1213443
Wrocław Szczepin,51.1221583,17.0123097
Wrocław Wojnów,51.1035379,17.1576886
Wrocław Wojnów Wschodni,51.0980421,17.1682097
Wrocław Wojszyce,51.069076,17.0321678
Wrocław Zachodni,51.0899487,16.949504
Wrocław Zakrzów,51.1587445,17.1221927
Wrocław Świniary,51.1980793,16.9697587
Wrocław Żerniki,51.1261453,16.9164074
Wrocławki,53.2522307,18.6042458
Wroniawy,52.0580339,16.1535546
Wronki,52.7100316,16.3742572
Wronki Zamość,52.7099986,16.3619976
Wrzeście,54.545508,17.1092205
Września,52.3250694,17.5652282
Wrześnica,54.40052,16.77801
Wrzosowo,54.01381,14.81378
Wrzosów,51.06,18.9119444
Wrząca Pomorska,54.3434619,16.9172105
Wróblik Szlachecki,49.6142431,21.8806628
Wschowa,51.8038354,16.3172771
Wudzyn,53.3223504,18.0793838
Wydartowo,52.6058906,17.8540811
Wygoda,53.5150189,19.9062302
Wykno,51.633017,19.9188457
Wyrzysk Osiek,53.1191729,17.2950517
Wysoczany,49.4342029,22.1467723
Wysoka Braniewska,54.2756818,20.0305219
Wysoka Kamieńska,53.8229111,14.8413482
Wyszków,52.5928035,21.4584581
Wyszków Śląski,50.4684599,17.3949925
Wyszomierz,53.6245427,15.0803796
Wyszyny,52.89033,16.85844
Wójcice,51.6833333,18.4166667
Wólka,54.3056383,20.7001246
Wólka Kańska,51.1313359,23.0731227
Wólka Niedzieliska,50.7087532,23.087002
Wólka Orłowska,53.4693062,20.4413372
Wólka Plebańska,51.9972111,23.1385771
Wólka Ratowiecka,53.2786987,23.2305666
Wąbrzeźno,53.2799665,18.947293
Wąchock,51.073812,21.0116897
Wągrowiec,52.8122065,17.2019135
Wągry,51.7889488,19.854845
Wąsosz Konecki,51.1451673,20.4776163
Węgierska Górka,49.6088205,19.1195861
Węgliniec,51.2871203,15.2241355
Węgorzyno,53.5411822,15.5602398
Węgry,50.9286329,17.0386872
Węgrzce Wielkie,50.0148566,20.1099342
Wężyska,52.0146727,14.9467555
Władysławowo,54.7901316,18.4087342
Władysławowo Port,54.7935583,18.4176714
Włocławek,52.6603872,19.071948
Włocławek Zazamcze,52.6679897,19.038781
Włodawa,51.541278,23.5290368
Włosienica,50.017916,19.3083763
Włostowo,52.19879,17.31308
Włoszakowice,51.9271412,16.361945
Włoszczowa,50.8520727,19.9667772
Włoszczowa Północ,50.8563947,19.9460452
Włoszczowice,50.6521501,20.5963803
Zabiele,52.8660089,20.3257562
Zabiele Wielkie,53.0819433,21.351179
Zabierzów,50.1146386,19.7993814
Zabierzów Rząska,50.1056083,19.8236116
Zabieżki,52.01269,21.4679
Zaborze,49.8728355,18.8071976
Zaborów,51.7691667,18.9636111
Zaborów Błonia,49.9240657,21.8197113
Zabrze,50.3086154,18.7863749
Zabrze Maciejów,50.3061347,18.7475233
Zabrze Północne,50.3240847,18.7870236
Zabrzeg,49.9137311,18.9439145
Zabrzeg Czarnolesie,49.9039438,18.9066652
Zaczernie,50.0929648,21.996049
Zagajnik,50.667603,23.8132858
Zagnańsk,50.9800365,20.6632227
Zagościniec,52.3715409,21.2705897
Zagrody,50.5926561,21.1162534
Zagrody Kościół,51.0785319,23.1904113
Zagórz,49.5098822,22.2632894
Zagórze Śląskie,50.7542326,16.4049248
Zajezierce,53.0831796,23.35099
Zajezierze koło Dęblina,51.5420504,21.8172588
Zajączkowo Lubawskie,53.4508648,19.6944656
Zaklików,50.7554368,22.1020214
Zaklików Miasto,50.7547831,22.0933398
Zakopane,49.2757934,19.9692811
Zakrzewo Złotowskie,53.4164511,17.1408572
Zakrzów Kotowice,51.0357525,17.210066
Zakrzów-Sarnowo,53.2827292,20.2841468
Zalesie Górne,52.0274759,21.0366821
Zalesie Krasieńskie,51.1180001,23.1748333
Zamek Bulowicki,49.8788889,19.2680556
Zamość,50.7212452,23.2595799
Zamość Starówka,50.7170517,23.2626481
Zamość Wschód,50.7224867,23.2760175
Zaosie,51.6323482,19.9328711
Zarośle,53.9966667,17.7875
Zarszyn,49.5831586,22.0150158
Zarzecze,49.9128713,18.8210518
Zaręba,51.1064213,15.235031
Zarębki,50.2673632,21.7745676
Zaręby Kościelne,52.7571188,22.1248239
Zasieki,51.7337766,14.6685826
Zastocze,51.3008553,21.6629567
Zastów,50.1217435,20.0530243
Zator,49.9963053,19.4376782
Zator Park Rozrywki,50.0053177,19.4063023
Zawada,53.8620627,18.0522641
Zawadzkie,50.6065834,18.4801284
Zawadówka,51.1286131,23.4267601
Zawidz,52.8294997,19.8436701
Zawidz Kościelny,52.8277244,19.8735798
Zawidów,51.0244975,15.0451501
Zawiercie,50.5055879,19.4717069
