station,lat,lon
Grzmiąca,53.8345203,16.4323611
Grzybno,54.3526486,18.2167122
Grzywna,53.15486,18.61252
Grzędzice,53.3716243,14.9713823
Grzęska,50.0820178,22.4559083
Gródek,53.095237,23.6677887
Grąblewo,52.2386249,16.3907119
Grębocice,51.598155,16.1675783
Grębocin,53.05821,18.71684
Gręboszów,51.460919,19.4139027
Grębów,50.5654299,21.8746189
Guben,51.9509156,14.7293172
Gubin,51.9509156,14.7293172
Gutowiec,53.7710832,17.8562126
Gutowo Wielkopolskie,52.3322153,17.6451763
Gułtowy,52.3510995,17.3295324
Gwda Mała,53.7334,16.81822
Gzin,53.2041358,18.3125991
Góra Kalwaria,51.9843765,21.2140226
Górażdże,50.5281394,18.0099308
Górka Duchowna,51.9529636,16.5913568
Górki Noteckie,52.78767,15.49858
Górki Pomorskie,53.8984431,14.8244095
Górki Szczukowskie,50.8822536,20.5345862
Górki Śląskie,50.1437579,18.390992
Górna Grupa,53.4848276,18.6673792
Górowo,51.367455,16.8034382
Górzyca,52.4928154,14.6514668
Górzyca Reska,53.9693388,15.2331312
Górzyniec,50.8555556,15.5716667
Gąbin,52.39942,19.73072
Gądki,52.3126003,17.0466213
Gądków Wielki,52.2403565,14.9748179
Gągławki,53.6868856,20.4547263
Gąsawy Plebańskie,51.226808,20.9596324
Gąsocin,52.7377277,20.7156977
Gębarzewo,53.65096,17.19777
Głogów,51.6636791,16.0935567
Głogów Huta,51.6754102,15.9922164
Głogów Małopolski,50.1511809,21.9627571
Głogów Małopolski Niwa,50.1364676,21.9647969
Głogów Małopolski Południowy,50.1135405,21.9864664
Głogów Wróblin,51.6865915,15.9543821
Głogówek,50.3534373,17.8619329
Głogówko,51.8843838,17.035838
Głowaczewo,54.1322556,15.4369515
Głowno,51.9623982,19.7116624
Głowno Północne,51.9790616,19.7219812
Głuchowo,53.2079479,18.5525964
Głuchołazy,50.3170828,17.3833809
Głuchołazy Miasto,50.3166185,17.3896393
Głuchów,52.158794,19.6606159
Głuszyca,50.6850304,16.3730344
Głuszyca Górna,50.6679766,16.3755892
Głuszyno Pomorskie,54.4898744,17.4238884
Głębokie Międzyrzeckie,52.4847548,15.534011
Hagenwerder,51.061589,14.9665527
Hajnówka,52.7365783,23.5878728
Halinów,52.2258575,21.3529522
Harrachov,50.8063226,15.4254749
Hartowiec,53.3978371,19.8433826
Hel,54.6066432,18.8027076
Henrykowo,53.9841268,21.282732
Henryków,52.3033704,20.0939381
Herby Nowe,50.7472918,18.8545491
Herby Stare,50.7476646,18.8821298
Hirschfelde,50.8311725,17.8359035
Hordzieżka,51.7488685,22.1777162
Horka Gbf,,
Horyniec-Zdrój,50.1910278,23.3625975
Hołówki Duże,52.975513,23.0875707
Hrebenne,50.2829015,23.5797971
Hrubieszów Miasto,50.7971297,23.9089671
Hryniewicze,53.0801246,23.1354068
Hucisko,51.43486,19.4678
Hurko,49.7993522,22.8739242
Huta,53.85403,17.82927
Huta Komorowska,50.3871815,21.7189801
Imbramowice,50.3016845,19.849629
Imielin,50.1467621,19.1854676
Inowrocław,52.7952408,18.2595624
Inowrocław Rąbinek,52.7693872,18.2431612
Inwałd,49.863906,19.397887
Iwin,53.7954837,16.5168702
Iwiny,51.042315,17.0752148
Izbica,50.8927773,23.1587974
Iława Główna,53.5810821,19.5731214
Iława Miasto,53.5955841,19.54881
Iłowa Żagańska,51.5020926,15.1886395
Iłowiec,53.4223349,16.3872521
Iłowo,52.904301,14.7886974
Jabłonowo Pomorskie,53.387984,19.1527034
Jabłoń Kościelna,52.9195218,22.6494531
Jackowice,52.1668553,19.7996405
Jackowo Dworskie,52.6338107,20.789025
Jacków,50.9754243,19.7001644
Jadachy,50.4937594,21.6791385
Jadwiżyn,53.68345,16.6357
Jagodin,,
Jagodzin,51.3609564,15.1603835
Jaksice,50.3238575,20.0035681
Jaktorów,52.0904757,20.5476345
Jamielnik,53.2436204,19.8074699
Janikowo,52.7531648,18.1141024
Janinów,52.4377778,18.6472222
Jankowa,51.169863,21.9440905
Jankowa Żagańska,51.5713004,15.1775641
Jankowce,49.4844095,22.3573376
Jankowo Dolne,52.55067,17.69065
Jankowo Pomorskie,53.5166039,15.7743234
Janków Przygodzki,51.5968619,17.7900085
Janowice Wielkie,50.87828,15.9208773
Janówek,51.8607854,20.6327441
Jarocin,51.9739233,17.5011254
Jarosty,51.4617352,19.6822993
Jaroszowiec Olkuski,50.3422847,19.6218089
Jarosław,50.0399766,22.6573724
Jarszewo,53.9283691,14.7894988
Jarzębia Łąka,52.4598616,21.4477629
Jarzębiec,54.30786,19.98443
Jasienica Dolna,50.5170769,17.4996417
Jasienica Mazowiecka,52.4154325,21.398569
Jasień Brzeski,49.9870188,20.5581519
Jasiona,50.7661348,17.537053
Jasionka Lotnisko,50.1155464,22.0215407
Jasionna Łowicka,52.1246244,20.1236666
Jaski,53.4402467,22.7768631
Jastarnia,54.702764,18.6712892
Jastarnia Wczasy,54.7079444,18.6553541
Jastrowie,53.4205494,16.8150156
Jastrowie Miasto,53.4240519,16.8109593
Jastrząb,51.2468739,20.9488245
Jastrząbka,53.134,21.24303
Jastrzębna,51.0447261,15.9371387
Jastrzębsko,52.2951463,16.0612341
Jaszczów,51.2111949,22.9332819
Jasło,49.7469627,21.493576
Jasło Fabryczne,49.7493934,21.533993
Jasło Niegłowice,49.7261437,21.4509854
Jawiszowice Jaźnik,49.9496644,19.1154929
Jawor,51.0504653,16.1932008
Jaworzno Ciężkowice,50.2129797,19.3370763
Jaworzno Szczakowa,50.2463323,19.2975531
Jaworzno koło Wielunia,51.0145545,18.6532697
Jaworzyna Śląska,50.9144217,16.4308642
Jazy,54.1249544,15.7861983
Jaśkowice,51.1287174,18.2175176
Jaśkowice Legnickie,51.2215187,16.3143427
Jaślany,50.3951859,21.4854933
Jedlicze,49.714148,21.6421513
Jedlicze Męcinka,49.7261755,21.6260809
Jedlicze koło Zgierza,51.8693884,19.3207369
Jedlina-Zdrój,50.724228,16.337581
Jedlina-Zdrój Borowa,50.7299222,16.3221941
Jedlina-Zdrój Centrum,50.7211486,16.3446376
Jedlnia Kościelna,51.4551228,21.4077802
Jedlnia-Letnisko,51.4303531,21.3292505
Jeglia,53.3873983,19.8782728
Jelcz Miłoszyce,51.0445694,17.3054006
Jelcz-Laskowice,51.0398306,17.3499638
Jelenia Góra,50.8501049,15.6537492
Jelenia Góra Cieplice,50.8697521,15.6852449
Jelenia Góra Orle,50.8639918,15.6573613
Jelenia Góra Przemysłowa,50.8877308,15.705234
Jelenia Góra Sobieszów,50.8517332,15.6452871
Jelenia Góra Zabobrze,50.9098997,15.7431012
Jelenia Góra Zachodnia,50.9005971,15.719455
Jelenino,53.65212,16.62759
Jeleń,53.7416667,21.3219444
Jeleśnia,49.6295063,19.3313366
Jelna,49.70442,20.72343
Jeruty,53.5419739,21.1667206
Jerzmanice Lubuskie,52.3066489,14.867405
Jerzmanki,51.1361534,15.061674
Jesionka,52.3953913,19.5867364
Jesionowiec,53.44504,21.0030768
Jezierzany,54.5330616,16.5858025
Jezierzyce Słupskie,54.5042883,17.1218427
Jeziorki Wałeckie,53.2256077,16.1074772
Jełowa,50.7998026,18.0728772
Jeżewo,51.909517,19.4649552
Jeżówka,52.161699,20.2887051
Jindrichov Ve Slez,,
Jonkowo,53.8275836,20.3104882
Jordanów,49.6489124,19.8383492
Jugowice,50.7310111,16.4027816
Julianka,52.9854566,23.6996349
Jurata,54.6849444,18.7134138
Justynów,52.3704333,22.1327977
Juszczyn,51.154596,16.6789939
Józefin,51.1898332,23.3413236
Józefów,50.4808298,23.0540591
Józefów Roztoczański,50.5168424,23.040519
Jędrzejów,50.6394435,20.3046116
Jędrzychowice,51.1796848,15.0244446
Kaczkowo,52.7991438,17.6165714
Kaczorowo,54.2262445,21.8429671
Kaczory,53.1020938,16.8843061
Kaczyce,49.834077,18.592432
Kalembina,49.8705607,21.6841058
Kalety,50.5686645,18.936145
Kaliska,54.3414174,18.2396048
Kaliska Kujawskie,52.4119894,19.1239223
Kalisz,51.7624752,18.0895358
Kalisz Kaszubski,54.0451067,17.7861547
Kalisz Pomorski,53.2981616,15.9059903
Kalisz Szczypiorno,51.7259333,18.0272669
Kalisz Winiary,51.7334923,18.1413193
Kaliszki,51.7483309,20.1651552
Kalwaria Zebrzydowska,49.8669482,19.6763089
Kalwaria Zebrzydowska Lanckorona,49.8712948,19.6885921
Kamieniec Ząbkowicki,50.5229139,16.8736143
Kamienna Góra,50.7837361,16.0336631
Kamienna Karczma,53.8771445,18.1626447
Kamienna Nowa,53.7029089,23.2506856
Kamień Mały,52.6434826,14.7795481
Kamień Pomorski,53.9653947,14.7728556
Kamień Łowicki,51.9887032,19.753151
Kamieńczyce,50.2492614,20.4146002
Kamieńsk,51.204172,19.4970714
Kamionka Wielka,49.5786884,20.790033
Kamionki Jezioro,53.1297934,18.7797825
Kanie,52.1328951,20.7736551
Kaniów,51.9271381,14.9167126
Karcino,54.1277473,15.3968116
Karlino,54.0410287,15.8793019
Karnkowo,52.859047,19.2510542
Karolinówka,51.1898305,23.5506086
Kartuzy,54.3342281,18.1973639
Karwice,54.33057,16.56258
Karzec,51.75882,16.89933
Karłowice,51.1395952,17.0499524
Katowice,50.2598987,19.0215852
Katowice Brynów,50.2521701,18.9952151
Katowice Ligota,50.2260023,18.9778134
Katowice Piotrowice,50.2134532,18.9703936
Katowice Podlesie,50.1829287,18.960329
Katowice Szopienice Południowe,50.2589152,19.092466
Katowice Szopienice Północne,50.2638497,19.0856087
Katowice Zawodzie,50.2572998,19.0574498
Katowice Załęże,50.2638657,18.9895811
Kawcze,54.07239,16.88268
Kawnice,52.24213,18.15038
Kały,50.9669113,21.183269
Kałęczyn,53.2304681,22.2304918
Kiekrz,52.4741813,16.7800297
Kielce Białogon,50.8552608,20.5745188
Kielce Główne,50.8743077,20.6179325
Kielce Herbskie,50.8859058,20.6024161
Kielce Piaski,50.8897894,20.6253268
Kielce Słowik,50.8335071,20.538675
Kielce Ślichowice,50.8888087,20.5838753
Kietlanka,52.7455556,22.175
Kiełpino Kartuskie,54.2870744,18.2299893
Kije,51.5608921,18.4016897
Kity,51.4022222,18.5580555
Klecza Dolna,49.870369,19.5443158
Klecza Górna,49.8640624,19.5558854
Klembów,52.4063968,21.3315606
Klementowice,51.3567853,22.128659
Klepacze,52.5051964,22.6936533
Kleszczele,52.574173,23.3254851
Klewki,53.7359686,20.5760204
Klimontów,50.6563871,21.4506186
Kliniska,53.4534869,14.78696
Kluczbork,50.9730701,18.2140089
Klępnica,53.7288782,15.6413476
Knurów,50.2071818,18.6637073
Knyszyn,53.3122442,22.9200387
Kobierzyce,50.9720586,16.9298119
Kobiór,50.0607873,18.9339311
Kobylany,52.0457165,23.5642639
Kobylec,52.852509,17.2018654
Kobylin,51.7163621,17.2247584
Kobylnica,54.4397259,16.9968076
Kobylnica Słupska,54.442445,16.986019
Kobyłka,52.3399712,21.1905442
Kobyłka Ossów,52.3272995,21.1933059
Kochanowice,50.7091402,18.751991
Kochanówka Pustków,50.1112994,21.4923542
Kochcice-Glinica,50.7137867,18.6576456
Kojszówka,49.70003,19.73626
Kokotów,50.0139139,20.0963232
Kolbuszowa,50.2433277,21.7754563
Kolbuszowa Górna,50.2271888,21.7908035
Kolin,53.2334222,15.1160429
Kolno,53.4109383,21.9312439
Kolonia,54.3991836,18.1119705
Kolonowskie,50.6528574,18.3831071
Kolumna,51.6148915,19.1959352
Koluszki,51.7444956,19.817966
Komańcza,49.336141,22.0697551
Komańcza Letnisko,49.3462959,22.0805831
Komorowo Żuławskie,54.1073507,19.5110146
Komorów Podmurynia,50.3495467,21.7330367
Komprachcice,50.6355164,17.8236774
Koniecpol,50.7725294,19.6769723
Koniecpol Centrum,50.7774388,19.6726152
Koniecpol Magdasz,50.7725111,19.6533269
Konin,52.2559021,18.2678662
Konin Zachód,52.236896,18.2217382
Konin Żagański,51.5455387,15.2016814
Konojady,53.35051,19.22848
Konopki,53.6558699,22.4148443
Konotopie,52.8899214,19.1160369
Kopalina,50.4891647,17.8253645
Kornatowo,53.2881433,18.6550815
Kornelin,53.0194337,17.832241
Kornica,51.2166667,20.4166667
Korsze,54.1706702,21.1441845
Korwinów,50.73759,19.17395
Korzenica,51.7204765,18.4786502
Korzeńsko,51.5443129,16.8707137
Korzybie,54.2989363,16.8751249
Kosina,50.8186111,21.9136111
Kosiorki,53.45429,22.81328
Kostomłoty,51.0455523,16.6127673
Kostrzyn,52.3983662,17.2275394
Kostrzyn Wielkopolski,52.3932539,17.2254653
Kostów,51.1659,18.14783
Koszalin,54.19092,16.17707
Koszalin Politechnika,54.2041486,16.1740206
Koszalin Wschodni,54.2122307,16.185011
Koszewnica,52.3268542,21.8816283
Koszęcin,50.635918,18.8413347
Kosów,52.0486305,20.8253713
Kotlin,51.6869444,18.9158333
Kotomierz,53.2852724,18.1217055
Kotowo,54.19247,20.67648
Kotulin,50.4632301,18.4162428
Kotuń,52.1779129,22.0700859
Kotórz Mały,50.7307406,18.0445257
Kowalewo Pomorskie,53.1543137,18.8975473
Kowalów,50.7617271,17.229108
Kozia Góra,53.851244,20.0785135
Koziebrody,52.8023835,19.9932405
Koziołek,51.7007827,21.2655958
Kozuby,52.08523,19.2267
Kozy,49.8462862,19.145175
Kozy Zagroda,49.8575842,19.164471
Kozłowo,53.3071759,20.2931276
Kozłów,51.0373995,16.7276461
Kołbiel,52.0648811,21.4804165
Koło,52.2019866,18.6359912
Kołobrzeg,54.1759614,15.5764209
Kołobrzeg Amfiteatr,54.1811243,15.5955737
Kołobrzeg Ogrody,54.1766984,15.5964043
Kołobrzeg Radzikowo,54.1622978,15.5435198
Kołobrzeg Stadion,54.1749917,15.5591195
Kołodziejewo,52.7135245,18.0360342
Kończyce,50.872455,17.114301
Kończyce Radomskie,51.3491014,21.0453385
Końskie,51.1910223,20.4071836
Końskowola,51.4091024,22.0517983
Kościan,52.086325,16.6449995
Kościernica,54.1622575,16.4482588
Kościerzyna,54.1210215,17.9781656
Koźla Kożuchowska,51.8724515,15.3188167
Koźlice,51.1063837,14.9861846
Koźmin Wielkopolski,51.8256567,17.4528473
Krajenka,53.2970851,16.9909514
Kraków Batowice,50.1075321,19.9954682
Kraków Bieżanów,50.0214997,20.0298488
Kraków Bieżanów Drożdżownia,50.0106932,20.0352677
Kraków Bonarka,50.0298423,19.9464698
Kraków Bronowice,50.0830061,19.8926145
Kraków Grzegórzki,50.0570754,19.9480274
Kraków Główny,50.0684238,19.9478862
Kraków Kościelniki,50.0875844,20.168666
Kraków Lotnisko,50.0709399,19.8012796
Kraków Lubocza,50.0904669,20.0740178
Kraków Mydlniki,50.0835874,19.8597855
Kraków Mydlniki Wapiennik,50.091177,19.8444739
Kraków Młynówka,50.0817947,19.8584723
Kraków Nowa Huta,50.0903614,20.1282485
Kraków Olszanica,50.0764912,19.8255173
Kraków Opatkowice,49.9884439,19.8985386
Kraków Piastów,50.1070161,20.0137136
Kraków Podgórze,50.0411604,19.9592209
Kraków Prokocim,50.0266172,19.9983218
Kraków Przylasek,50.0519984,20.1635909
Kraków Płaszów,50.0350214,19.9747852
Kraków Sanktuarium,50.0139215,19.9343201
Kraków Sidzina,49.985557,19.8749008
Kraków Swoszowice,50.0003673,19.9281054
Kraków Zabłocie,50.0484407,19.9569831
Kraków Zakliki,50.0797926,19.8494043
Kraków Złocień,50.018159,20.0507407
Kraków Łagiewniki,50.0230861,19.9337391
Kraków Łobzów,50.0819461,19.9177264
Kralovec,,
Kramsk,52.2666155,18.4259533
Krasiejów,50.6685687,18.2480187
Krasnystaw Fabryczny,51.0244189,23.1827257
Krasnystaw Miasto,50.9850354,23.1829473
Kraśnik,50.9249236,22.229206
Krobia,51.7741006,16.9845547
Krojanty,53.7266343,17.6319737
Krosno,49.6938045,21.7651458
Krosno Miasto,49.6825513,21.7730572
Krosno Odrzańskie,52.0536361,15.0980258
Krosno Polanka,49.7019251,21.7222345
Krosno Turaszówka,49.7092409,21.6982767
Krosnowa,51.8637769,19.9253877
Krosnowice Kłodzkie,50.3923505,16.6368908
Krostkowo,53.11203,17.19867
Krotoszyn,51.695926,17.4374158
Krośnice,51.4760675,17.3595057
Krośnice Mazowieckie,52.9680281,20.4907472
Krusze,53.0159576,14.7469614
Kruszwica,52.6743797,18.3254766
Kruszyna,50.9687113,19.2763853
Krynica-Zdrój,49.4206138,20.9594176
Krynka Łukowska,52.006707,22.3757786
Krzak,50.798592,23.1002436
Krzcięcice,50.5857996,20.1764005
Krzemienica,54.4899632,16.8223701
Krzemionki,50.9734055,21.4981309
Krzepice,50.9706951,18.7255158
Krzepów,51.647631,16.1421907
Krzeszna,54.2333333,18.0833333
Krzeszowice,50.1350246,19.6320164
Krzewie,52.2374876,19.1788128
Krzewina Zgorzelecka,51.0154355,14.939793
Krzycko Wielkie,51.9106204,16.4518467
Krzymosze,52.162032,22.4646797
Krzywda,51.7939076,22.2023913
Krzywin Gryfiński,53.0881553,14.4538519
Krzywizna,51.0278989,18.1915788
Krzyż,52.8796439,16.0141705
Krzyżanowice,51.1964571,21.2281179
Krzyżowa,50.7982084,16.5332442
Królewo Malborskie,54.0322522,19.1208435
Krępa Krajeńska,53.22229,16.05488
Krężel,51.8644741,21.0955101
Krężnica Jara,51.1513076,22.467704
Książki,53.3281833,19.0703024
Książno,52.249221,17.4842221
Księginice,51.3319777,17.0808425
Kubice,50.47325,17.43088
Kudowa-Zdrój,50.4457857,16.2541473
Kuklinów,51.732407,17.3152299
Kuleje,50.8378703,18.7887106
Kulesze Kościelne,53.0158982,22.5061156
Kulice Tczewskie,53.8795091,18.6904982
Kulin Kłodzki,50.4196028,16.3301874
Kundzin,53.4395303,23.5884675
Kunowice,52.3508485,14.635166
Kunów,50.9541063,21.278823
Kupienino,52.2594266,15.6098169
Kuriany,53.0825944,23.2573399
Kurpie,53.1759078,22.1711993
Kurów Suski,49.7079172,19.4337308
Kusięta Nowe,50.7778813,19.2615646
Kustrin-Kietz,52.7769696,15.154771
Kutno,52.2222131,19.3874589
Kutno Azory,52.2397188,19.3047011
Kuźnia Raciborska,50.2007002,18.3105735
Kuźnica (Hel),54.7362391,18.5766364
Kuźnica Białostocka,53.5100543,23.6490923
Kwiatki,53.57586,18.39429
Kwidzyn,53.7204653,18.9374641
Kwieciszowice,50.9178463,15.4927537
Kórnik,52.2492751,17.0901242
Kąkolewo,51.8598633,16.6917319
Kątne,52.6032106,20.755382
Kąty Wrocławskie,51.0302656,16.7702325
Kędzierzyn-Koźle,50.345463,18.2447945
Kędzierzyn-Koźle Azoty,50.3106905,18.2396074
Kędzierzyn-Koźle Przystanek,50.350645,18.154749
Kędzierzyn-Koźle Zachodnie,50.3466453,18.1314695
Kępa,52.3116001,18.320975
Kępice,54.2427792,16.8896705
Kępka,54.35018,16.38422
Kępno,51.2790265,17.9866632
Kęszyce,51.6378418,19.0002841
Kęty,49.882908,19.2239362
Kęty Podlesie,49.8781966,19.1968156
Kłaj,49.9925308,20.3154849
Kłodawa,52.2574519,18.911206
Kłodzko Główne,50.4513332,16.6567711
Kłodzko Książek,50.4157003,16.6409188
Kłodzko Miasto,50.4345956,16.658236
Kłodzko Zagórze,50.4150344,16.6129431
Kłokowa,49.9531127,20.9571423
Kłomnice,50.9208773,19.3541823
Lachowice,49.7121125,19.4699761
Lachowice Centrum,49.7123046,19.473159
Laliki,49.5318,19.01387
Lasek,51.7141783,18.7662738
Laski,53.9463479,15.9204021
Laski Lubuskie,52.461461,14.6917972
Laski Odrzańskie,52.0360548,15.3057844
Laski Tucholskie,53.6662726,18.2080456
Laskowice Oleskie,50.8560996,18.0949708
Laskowice Pomorskie,53.4910465,18.4559143
Laskownica,53.05156,17.35883
Lasocice,51.8241085,16.4841693
Lasów,51.2283829,15.029426
Lednogóra,52.51257,17.36612
Legionowo,52.3952285,20.9308309
Legionowo Piaski,52.4126078,20.9427123
Legionowo Przystanek,52.4112803,20.9142349
Legnica,51.2081617,16.1603187
Legnica Piekary,51.2016802,16.1979745
Legnica Strefa,51.1652386,16.1853138
Leokadia,51.7656386,21.6307947
Leopoldów,51.7225166,20.2390373
Lesiów,51.4724315,21.2111473
Lesięcin,53.5831152,15.576639
Lesko Łukawica,49.5054452,22.3354033
Leszczydół,52.6518741,21.4891239
Leszczyny,51.1886219,21.5246585
Leszno,51.8436498,16.5744141
Leszno Grzybowo,51.8602488,16.6120987
Leszno Górne,51.476932,15.6150602
Letnica,54.3897682,18.6470773
Lewickie,53.0487689,23.1426297
Lewin Brzeski,50.7487107,17.616648
Lewin Kłodzki,50.4056284,16.2896257
Lewki,52.7243723,23.2124139
Leńcze,49.8988662,19.7353089
Leśnice,54.5142628,17.6671952
Leśniczówka,52.1330757,19.7075066
Leźno,54.3455531,18.4349451
Leżajsk,50.2621687,22.418892
Libiąż,50.1030516,19.3147486
Libusza,49.69179,21.23929
Lichkov,,
Ligota Toszecka,50.4507209,18.4588835
Ligowiec,52.4361111,17.0358333
Linowo,54.2969382,22.6217193
Lipa,52.3975,19.4191667
Lipce Reymontowskie,51.8996969,19.9420887
Lipienica,50.7187611,16.0434358
Lipinki,51.0785942,23.7495524
Lipinki Łużyckie,51.6387408,15.0044436
Lipińskie Małe,53.73893,22.4084619
Lipka Krajeńska,53.4972794,17.2572823
Lipki,53.8254276,18.0886565
Lipno,52.8473901,19.1792654
Lipno Nowe,51.9191579,16.5706275
Lipowa Tucholska,53.7539307,18.1088728
Lipowa Śląska,50.7371016,17.4271259
Lipowe Pole,51.1552439,20.9010881
Lipuska Huta,54.07614,17.8010909
Lipusz,54.1005877,17.7810502
Lisewo,53.7644904,22.6803889
Lisie Pole,53.0266,14.44432
Lisowo,52.4635982,22.6259869
Lisów,51.5151942,21.1670974
Lizawice,50.973622,17.2155532
Lniano,53.52917,18.2204
Loecknitz,,
Lotyń,53.70079,17.73464
Lubachów,50.7698484,16.4316751
Lubaczów,50.1574473,23.1225859
Lubajny,53.70443,20.01005
Lubania-Lipiny,53.392182,18.1184777
Lubanice,51.69792,15.09921
Lubanie,52.743229,18.9192492
Lubartów,51.4585242,22.6119973
Lubartów Lipowa,51.4642177,22.5995145
Lubartów Słowackiego,51.4732458,22.6052042
Lubaszowa,49.857411,21.0356397
Lubawka,50.7070882,16.0003894
Lubań Śląski,51.1180898,15.2892651
Lubicz,52.95775,15.51952
Lubiewo,53.81238,21.52574
Lubin,51.3996783,16.1993379
Lubin Stadion,51.4086261,16.1993113
Lublin AIRPORT,51.2382459,22.7067517
Lublin Główny,51.231292,22.5689637
Lublin Ponikwoda,51.266083,22.6059708
Lublin Północny,51.2422757,22.5995426
Lublin Zachodni,51.2189337,22.508927
Lublin Zadębie,51.2579286,22.6100445
Lublin Zemborzyce,51.1715012,22.5028874
Lubliniec,50.669016,18.6825574
Lubnia,53.9278506,17.7521202
Lubomino,54.0676836,20.2374369
Luboń koło Poznania,52.3439762,16.8928174
Lubycza Królewska,50.3411612,23.5196564
Lubzina,50.0642501,21.5236979
Luciążanka,51.2772181,19.6481747
Lucynów,52.1469444,22.4655556
Ludwikowice Kłodzkie,50.620784,16.4741551
Ludynia,50.8433548,20.1169966
Ludynia Dwór,50.8474283,20.1141411
Lusławice,49.8620765,20.8232586
Lutol Suchy,52.33372,15.72212
Lutoryż,49.9666064,21.9093209
Luzino,54.5618906,18.1047847
Lębork,54.5391501,17.7472272
Lębork Mosty,54.550085,17.7928846
Lębork Nowy Świat,54.5454345,17.7344576
Lędziechowo,54.64754,17.68473
Machnacz,53.3333631,23.3152298
Majdan,53.052466,23.5700757
Majdan Królewski,50.3791794,21.7450836
Majdan Królewski Podlasek,50.3628998,21.7366808
Majdan Stuleński,51.3552532,23.6065281
Majewo,53.4874008,23.3327817
Maksymilianowo,52.1527845,16.5536337
Maków,51.3464267,21.2436691
Maków Podhalański,49.7298971,19.6768803
Malbork,54.0287383,19.0393964
Malbork Kałdowo,54.0473638,19.0239691
Malczyce,51.2203518,16.493719
Marcinkowo,53.8599435,21.2717211
Marcinków,50.2840016,16.7884803
Marcinowice Świdnickie,50.8768688,16.586813
Marciszów,50.8516702,16.008639
Markuszowa,49.8587573,21.7065182
Marzenin,52.3866967,17.5432685
Masłońskie Natalin,50.6511154,19.2531938
Matysy,51.9399913,22.4938478
Maziły,50.4042567,23.3284032
Małaszewicze,52.0240425,23.5310557
Małdyty,53.9203373,19.741694
Małe Gacno,53.6069121,18.1054257
Małkinia,52.6946006,22.0348566
Małogoszcz,50.8123487,20.2648324
Małomice,51.5550002,15.4472908
Małowice Wołowskie,51.4044231,16.4714106
Mańkowice,50.4950746,17.4768342
Medyka,49.8057989,22.9375415
Medyka Rozrządowa,49.794127,22.9102598
Medyka Towarowa,49.7861869,22.8839403
Medzilaborce,,
Medzilaborce Mesto,,
Mezimesti,50.7980599,16.2260114
Mełno,53.4346595,18.9371199
Miasteczko Krajeńskie,53.0976927,17.0072985
Miasteczko Śląskie,50.4942701,18.964172
Miasteczko Śląskie Centrum,50.4869439,18.9192845
Miastko,54.0001478,16.9774717
Miały,52.8077244,16.1738802
Michalczew,51.8414173,21.1107986
Michalin,51.92273,20.5035496
Michałów-Reginów,52.4199446,20.9681588
Miechów,50.3566016,20.0276912
Miedwiecko,53.3646831,14.9246975
Mielec,50.2802474,21.4631343
Mielec Południowy,50.2580493,21.4837054
Mielno Koszalińskie,,
Mienia,52.1528103,21.70711
Mieroszów,50.6669858,16.1862044
Mierzęcice,50.4441,19.12405
Mierzęcin,53.82493,14.71049
Mieszaki,52.8417091,19.7606084
Mieszkowice,52.785412,14.4954296
Mieszków,51.5965899,14.8896583
Mietków,50.9748184,16.6504992
Mika,51.6732346,21.7511539
Mikołajki Pomorskie,53.8506181,19.1658001
Mikołów,50.1960028,18.8539322
Mikołów Jamna,50.194075,18.9226777
Mikulovice,,
Mikułowa,51.0807728,15.1087348
Mikłasze,52.7234369,23.3164816
Milanów,51.8879465,21.0441258
Milanówek,52.1237841,20.6693368
Milcz,53.046312,16.8737368
Milcza,49.6103643,21.906423
Milejów,51.3486468,19.7088613
Milicz,51.5319957,17.2752485
Milik,49.3596667,20.8544922
Milówka,49.5576572,19.0877284
Milówka Zabawa,49.5403396,19.1025845
Minkowice,54.7824974,18.1722215
Minkowice Oławskie,51.018188,17.465093
Mirków,51.1662782,17.1588597
Mirsk,50.9721836,15.3857926
Misie,51.9625936,22.6825797
Miąsowa,50.7172684,20.3730598
Międzyborów,52.063921,20.4804872
Międzybórz Sycowski,51.4010511,17.6529599
Międzylesie,50.1480131,16.6669348
Międzyrzec Podlaski,51.9853172,22.7842492
Międzyrzecz,52.4448261,15.578637
Międzyzdroje,53.9282745,14.448903
Miękinia,51.190964,16.7386851
Miłkowice,51.83382,18.6648096
Miłobądz,54.138117,18.7379074
Miłocin Lubelski,51.2717339,22.31402
Miłogoszcz,54.19852,15.89743
Miłosław,52.2023105,17.4892236
Mińsk Mazowiecki,52.1812046,21.5587372
Mińsk Mazowiecki Anielina,52.1677905,21.5855346
Mleczewo,53.91506,19.1154
Mockava,,
Modlin,52.6215771,17.6106831
Modła,54.5505164,16.8021853
Mogilno,52.657341,17.9500677
Mokra,50.4331741,17.7202261
Mokra Wieś,52.4670967,21.5063855
Mokre,52.7001411,23.1656507
Mokre Małopolskie,49.4474994,22.167542
Mokronos Górny,51.075675,16.9169856
Mokrz,52.7451172,16.2702439
Mokrzyca Wielka,53.8827775,14.5769665
Montowo,53.4233224,19.7764092
Mordy,52.2112989,22.5170678
Mordy Miasto,52.2032491,22.5209989
Morochów,49.4660588,22.1844618
Morze,52.5175912,22.7416034
Morzeszczyn,53.8403982,18.6904948
Morzyca,53.2113674,15.1491129
Morąg,53.9119982,19.9279895
