station,month,t2m_c,precip_mm,snowfall_mm,wind_ms,freezing,heavy_rain,windy
Majdan Stuleński,3,5.769927978515625,1.4970332384109497,0.029588118195533752,1.3787482827384618,0,0,0
Majdan Stuleński,4,11.252838134765625,1.7531299591064453,1.1175870895385742e-05,1.6840278788912593,0,0,0
Majdan Stuleński,5,16.671295166015625,0.8036398887634277,0.0,1.8429461930755167,0,0,0
Majdan Stuleński,6,19.784942626953125,3.1022064685821533,0.0,0.609743163019307,0,0,0
Majdan Stuleński,7,22.242584228515625,3.1743576526641846,0.0,0.8732452102673476,0,0,0
Majdan Stuleński,8,21.912506103515625,1.1762415170669556,0.0,0.4878395310277805,0,0,0
Majdan Stuleński,9,18.303863525390625,1.4830548763275146,0.0,1.6632225005919392,0,0,0
Majdan Stuleński,10,9.786163330078125,1.5214078426361084,0.0,0.9406268471717779,0,0,0
Majdan Stuleński,11,3.478912353515625,0.9547528028488159,0.12224726378917694,1.9555250688136658,0,0,0
Majdan Stuleński,12,1.533599853515625,1.4463435411453247,0.2846047282218933,1.4772973963414462,0,0,0
Majewo,1,-3.682220458984375,1.2971802949905396,1.0790536403656006,1.7239571177749067,1,0,0
Majewo,2,3.645294189453125,1.507591962814331,0.261552631855011,1.7120042401367968,0,0,0
Majewo,3,4.810943603515625,1.2997642755508423,0.13929232954978943,1.5928399750711004,0,0,0
Majewo,4,9.885650634765625,2.340407133102417,0.0021085143089294434,1.6143895370834378,0,0,0
Majewo,5,15.761138916015625,0.8877867460250854,0.0,1.6303137497945306,0,0,0
Majewo,6,18.874786376953125,2.1898977756500244,0.0,0.5867584549677417,0,0,0
Majewo,7,21.055084228515625,2.408475160598755,0.0,0.8674180130862525,0,0,0
Majewo,8,20.394927978515625,1.7955635786056519,0.0,0.5169220874608003,0,0,0
Majewo,9,17.815582275390625,0.8915085196495056,0.0,1.5773691094616134,0,0,0
Majewo,10,9.256866455078125,1.5460171699523926,0.0,0.9155395379883564,0,0,0
Majewo,11,3.424224853515625,1.3422499895095825,0.20653381943702698,2.163345288500554,0,0,0
Majewo,12,1.695709228515625,1.449182152748108,0.22934935986995697,1.7098950123806895,0,0,0
Maksymilianowo,1,0.595123291015625,0.9432665705680847,0.1926366239786148,2.258296709467183,0,0,0
Maksymilianowo,2,6.344512939453125,1.953743815422058,0.03630109131336212,2.100140648638872,0,0,0
Maksymilianowo,3,7.744537353515625,1.1728882789611816,0.0012423843145370483,1.1142680385479862,0,0,0
Maksymilianowo,4,11.161041259765625,1.2993896007537842,0.0014007091522216797,1.3601313308163805,0,0,0
