station,carrier,total_stops,month,delayed_stops,delay_minutes,delay_risk,delay_severity_min,lat,lon,t2m_c,precip_mm,snowfall_mm,wind_ms,freezing,heavy_rain,windy,cluster_x,cluster_y,cluster
Adamowo,Koleje Wielkopolskie Sp. z o.o.,903,1,23,392,0.0254706533776301,17.043478260869566,52.9137673,20.1780342,-0.902923583984375,1.2804127931594849,0.4950920045375824,2.347859324702578,1.0,0.0,0.0,3.0,3.0,3.0
Adamowo,Koleje Wielkopolskie Sp. z o.o.,837,2,28,333,0.033452807646356,11.892857142857142,52.9137673,20.1780342,5.162872314453125,1.808841228485108,0.0680834054946899,2.106370241353273,0.0,0.0,0.0,3.0,3.0,3.0
Adamowo,Koleje Wielkopolskie Sp. z o.o.,886,3,13,337,0.0146726862302483,25.923076923076923,52.9137673,20.1780342,5.891021728515625,1.5150264501571655,0.0498685985803604,1.53741242740247,0.0,0.0,0.0,3.0,3.0,3.0
Adamowo,Koleje Wielkopolskie Sp. z o.o.,878,4,20,390,0.0227790432801822,19.5,52.9137673,20.1780342,10.323150634765623,1.7388546466827393,0.0136513262987136,1.4322725546698132,0.0,0.0,0.0,3.0,3.0,3.0
Adamowo,Koleje Wielkopolskie Sp. z o.o.,855,5,18,281,0.0210526315789473,15.61111111111111,52.9137673,20.1780342,16.632232666015625,1.0725313425064087,0.0,1.695009705850123,0.0,0.0,0.0,3.0,3.0,3.0
Adamowo,Koleje Wielkopolskie Sp. z o.o.,855,6,38,1886,0.0444444444444444,49.63157894736842,52.9137673,20.1780342,18.753692626953125,2.430506706237793,0.0,0.8044473998633259,0.0,0.0,0.0,3.0,3.0,3.0
Adamowo,Koleje Wielkopolskie Sp. z o.o.,920,7,30,485,0.0326086956521739,16.166666666666668,52.9137673,20.1780342,20.754302978515625,2.49857497215271,0.0,1.1462298886925124,0.0,0.0,0.0,3.0,3.0,3.0
Adamowo,Koleje Wielkopolskie Sp. z o.o.,884,8,20,296,0.0226244343891402,14.8,52.9137673,20.1780342,20.908599853515625,0.9247472286224364,0.0,0.5958559517098276,0.0,0.0,0.0,3.0,3.0,3.0
Adamowo,Koleje Wielkopolskie Sp. z o.o.,878,9,25,338,0.0284738041002277,13.52,52.9137673,20.1780342,18.196441650390625,0.9556729197502136,0.0,1.461174074393919,0.0,0.0,0.0,3.0,3.0,3.0
Adamowo,Koleje Wielkopolskie Sp. z o.o.,920,10,23,386,0.025,16.782608695652176,52.9137673,20.1780342,10.116241455078123,1.2300007343292236,0.0,1.021426253464934,0.0,0.0,0.0,3.0,3.0,3.0
Adamowo,Koleje Wielkopolskie Sp. z o.o.,854,11,18,429,0.0210772833723653,23.83333333333333,52.9137673,20.1780342,3.830474853515625,1.1569615602493286,0.1772511750459671,2.1809551057889056,0.0,0.0,0.0,3.0,3.0,3.0
Adamowo,Koleje Wielkopolskie Sp. z o.o.,870,12,39,758,0.0448275862068965,19.435897435897434,52.9137673,20.1780342,2.652740478515625,1.6395370960235596,0.066826120018959,2.034195237223671,0.0,0.0,0.0,3.0,3.0,3.0
Adamowo,,903,1,23,392,0.0254706533776301,17.043478260869566,52.9137673,20.1780342,-0.902923583984375,1.2804127931594849,0.4950920045375824,2.347859324702578,1.0,0.0,0.0,3.0,3.0,3.0
Adamowo,,837,2,28,333,0.033452807646356,11.892857142857142,52.9137673,20.1780342,5.162872314453125,1.808841228485108,0.0680834054946899,2.106370241353273,0.0,0.0,0.0,3.0,3.0,3.0
Adamowo,,886,3,13,337,0.0146726862302483,25.923076923076923,52.9137673,20.1780342,5.891021728515625,1.5150264501571655,0.0498685985803604,1.53741242740247,0.0,0.0,0.0,3.0,3.0,3.0
Adamowo,,878,4,20,390,0.0227790432801822,19.5,52.9137673,20.1780342,10.323150634765623,1.7388546466827393,0.0136513262987136,1.4322725546698132,0.0,0.0,0.0,3.0,3.0,3.0
Adamowo,,855,5,18,281,0.0210526315789473,15.61111111111111,52.9137673,20.1780342,16.632232666015625,1.0725313425064087,0.0,1.695009705850123,0.0,0.0,0.0,3.0,3.0,3.0
Adamowo,,855,6,38,1886,0.0444444444444444,49.63157894736842,52.9137673,20.1780342,18.753692626953125,2.430506706237793,0.0,0.8044473998633259,0.0,0.0,0.0,3.0,3.0,3.0
Adamowo,,920,7,30,485,0.0326086956521739,16.166666666666668,52.9137673,20.1780342,20.754302978515625,2.49857497215271,0.0,1.1462298886925124,0.0,0.0,0.0,3.0,3.0,3.0
Adamowo,,884,8,20,296,0.0226244343891402,14.8,52.9137673,20.1780342,20.908599853515625,0.9247472286224364,0.0,0.5958559517098276,0.0,0.0,0.0,3.0,3.0,3.0
Adamowo,,878,9,25,338,0.0284738041002277,13.52,52.9137673,20.1780342,18.196441650390625,0.9556729197502136,0.0,1.461174074393919,0.0,0.0,0.0,3.0,3.0,3.0
Adamowo,,920,10,23,386,0.025,16.782608695652176,52.9137673,20.1780342,10.116241455078123,1.2300007343292236,0.0,1.021426253464934,0.0,0.0,0.0,3.0,3.0,3.0
Adamowo,,854,11,18,429,0.0210772833723653,23.83333333333333,52.9137673,20.1780342,3.830474853515625,1.1569615602493286,0.1772511750459671,2.1809551057889056,0.0,0.0,0.0,3.0,3.0,3.0
Adamowo,,870,12,39,758,0.0448275862068965,19.435897435897434,52.9137673,20.1780342,2.652740478515625,1.6395370960235596,0.066826120018959,2.034195237223671,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,POLREGIO Spółka Akcyjna,0,1,0,0,0.0,0.0,51.8190659,20.5122926,-0.424407958984375,1.32508647441864,0.3320938050746918,2.465061194256367,1.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,POLREGIO Spółka Akcyjna,0,2,0,0,0.0,0.0,51.8190659,20.5122926,5.801544189453125,1.358245015144348,0.0802725553512573,2.1575264811711854,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,POLREGIO Spółka Akcyjna,0,3,0,0,0.0,0.0,51.8190659,20.5122926,6.412506103515625,1.391749143600464,0.0418145209550857,1.2198497953977687,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,POLREGIO Spółka Akcyjna,0,4,0,0,0.0,0.0,51.8190659,20.5122926,10.809478759765623,1.998842716217041,0.025251880288124,1.5594251113793864,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,POLREGIO Spółka Akcyjna,0,5,0,0,0.0,0.0,51.8190659,20.5122926,16.593170166015625,0.9267681837081908,0.0,1.5758711118876825,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,POLREGIO Spółka Akcyjna,2,6,0,0,0.0,0.0,51.8190659,20.5122926,19.124786376953125,3.0269556045532227,0.0,0.62918781416284,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,POLREGIO Spółka Akcyjna,46,7,2,41,0.0434782608695652,20.5,51.8190659,20.5122926,21.170318603515625,2.891362190246582,0.0,1.0244553878041651,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,POLREGIO Spółka Akcyjna,40,8,4,240,0.1,60.0,51.8190659,20.5122926,20.744537353515625,1.944403886795044,0.0,0.5417449787690977,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,POLREGIO Spółka Akcyjna,42,9,3,131,0.0714285714285714,43.66666666666666,51.8190659,20.5122926,17.803863525390625,2.1574292182922363,0.0,1.2041308600781206,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,POLREGIO Spółka Akcyjna,46,10,5,143,0.108695652173913,28.6,51.8190659,20.5122926,10.370147705078123,1.1456080675125122,0.0,1.018892663257507,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,POLREGIO Spółka Akcyjna,38,11,2,29,0.0526315789473684,14.5,51.8190659,20.5122926,3.639068603515625,1.178136110305786,0.2092085778713226,1.890334015152904,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,POLREGIO Spółka Akcyjna,133,12,8,96,0.0601503759398496,12.0,51.8190659,20.5122926,2.324615478515625,1.084818959236145,0.1318231225013733,1.9259148130103447,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,,0,1,0,0,0.0,0.0,51.8190659,20.5122926,-0.424407958984375,1.32508647441864,0.3320938050746918,2.465061194256367,1.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,,0,2,0,0,0.0,0.0,51.8190659,20.5122926,5.801544189453125,1.358245015144348,0.0802725553512573,2.1575264811711854,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,,0,3,0,0,0.0,0.0,51.8190659,20.5122926,6.412506103515625,1.391749143600464,0.0418145209550857,1.2198497953977687,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,,0,4,0,0,0.0,0.0,51.8190659,20.5122926,10.809478759765623,1.998842716217041,0.025251880288124,1.5594251113793864,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,,0,5,0,0,0.0,0.0,51.8190659,20.5122926,16.593170166015625,0.9267681837081908,0.0,1.5758711118876825,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,,2,6,0,0,0.0,0.0,51.8190659,20.5122926,19.124786376953125,3.0269556045532227,0.0,0.62918781416284,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,,46,7,2,41,0.0434782608695652,20.5,51.8190659,20.5122926,21.170318603515625,2.891362190246582,0.0,1.0244553878041651,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,,40,8,4,240,0.1,60.0,51.8190659,20.5122926,20.744537353515625,1.944403886795044,0.0,0.5417449787690977,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,,42,9,3,131,0.0714285714285714,43.66666666666666,51.8190659,20.5122926,17.803863525390625,2.1574292182922363,0.0,1.2041308600781206,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,,46,10,5,143,0.108695652173913,28.6,51.8190659,20.5122926,10.370147705078123,1.1456080675125122,0.0,1.018892663257507,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,,38,11,2,29,0.0526315789473684,14.5,51.8190659,20.5122926,3.639068603515625,1.178136110305786,0.2092085778713226,1.890334015152904,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów,,133,12,8,96,0.0601503759398496,12.0,51.8190659,20.5122926,2.324615478515625,1.084818959236145,0.1318231225013733,1.9259148130103447,0.0,0.0,0.0,3.0,3.0,3.0
Aleksandrów Kujawski,CARGO Master Spółka z o.o.,0,1,0,0,0.0,0.0,52.8764647,18.694071,0.022857666015625,1.3156503438949585,0.2550724744796753,2.2663237592206533,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,CARGO Master Spółka z o.o.,0,2,0,0,0.0,0.0,52.8764647,18.694071,5.614044189453125,1.7653484344482422,0.0628139823675155,2.0189859147988614,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,CARGO Master Spółka z o.o.,6,3,2,23,0.3333333333333333,11.5,52.8764647,18.694071,6.588287353515625,1.3654038906097412,0.0069942325353622,1.3400183074322778,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,CARGO Master Spółka z o.o.,0,4,0,0,0.0,0.0,52.8764647,18.694071,10.696197509765623,1.5085124969482422,0.0004153698682785,1.318785392682538,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,CARGO Master Spółka z o.o.,0,5,0,0,0.0,0.0,52.8764647,18.694071,16.749420166015625,1.7839723825454712,0.0,1.6604686177132173,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,CARGO Master Spółka z o.o.,0,6,0,0,0.0,0.0,52.8764647,18.694071,18.554473876953125,3.7852160930633545,0.0,0.6793305759382078,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,CARGO Master Spółka z o.o.,0,7,0,0,0.0,0.0,52.8764647,18.694071,20.514068603515625,2.8072152137756348,0.0,0.9805159376407968,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,CARGO Master Spółka z o.o.,0,8,0,0,0.0,0.0,52.8764647,18.694071,20.672271728515625,1.28729248046875,0.0,0.340909550784458,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,CARGO Master Spółka z o.o.,0,9,0,0,0.0,0.0,52.8764647,18.694071,17.778472900390625,1.978548288345337,0.0,1.0895942635118785,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,CARGO Master Spółka z o.o.,0,10,0,0,0.0,0.0,52.8764647,18.694071,10.586944580078123,1.1033557653427124,0.0,1.011521252484038,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,CARGO Master Spółka z o.o.,0,11,0,0,0.0,0.0,52.8764647,18.694071,4.240631103515625,1.1210497617721558,0.1248475164175033,2.0180360468122926,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,CARGO Master Spółka z o.o.,0,12,0,0,0.0,0.0,52.8764647,18.694071,3.287506103515625,1.6179155111312866,0.0296980142593383,1.9918090991933888,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,PKP INTERCITY Spółka Akcyjna,805,1,214,6397,0.2658385093167701,29.89252336448598,52.8764647,18.694071,0.022857666015625,1.3156503438949585,0.2550724744796753,2.2663237592206533,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,PKP INTERCITY Spółka Akcyjna,754,2,124,1751,0.1644562334217506,14.120967741935484,52.8764647,18.694071,5.614044189453125,1.7653484344482422,0.0628139823675155,2.0189859147988614,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,PKP INTERCITY Spółka Akcyjna,806,3,120,2068,0.1488833746898263,17.233333333333334,52.8764647,18.694071,6.588287353515625,1.3654038906097412,0.0069942325353622,1.3400183074322778,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,PKP INTERCITY Spółka Akcyjna,784,4,113,1967,0.1441326530612245,17.4070796460177,52.8764647,18.694071,10.696197509765623,1.5085124969482422,0.0004153698682785,1.318785392682538,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,PKP INTERCITY Spółka Akcyjna,806,5,126,2059,0.1563275434243176,16.341269841269842,52.8764647,18.694071,16.749420166015625,1.7839723825454712,0.0,1.6604686177132173,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,PKP INTERCITY Spółka Akcyjna,818,6,145,3040,0.1772616136919315,20.96551724137931,52.8764647,18.694071,18.554473876953125,3.7852160930633545,0.0,0.6793305759382078,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,PKP INTERCITY Spółka Akcyjna,930,7,263,6333,0.2827956989247311,24.079847908745247,52.8764647,18.694071,20.514068603515625,2.8072152137756348,0.0,0.9805159376407968,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,PKP INTERCITY Spółka Akcyjna,929,8,321,6929,0.3455328310010764,21.585669781931465,52.8764647,18.694071,20.672271728515625,1.28729248046875,0.0,0.340909550784458,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,PKP INTERCITY Spółka Akcyjna,781,9,171,3194,0.2189500640204865,18.678362573099417,52.8764647,18.694071,17.778472900390625,1.978548288345337,0.0,1.0895942635118785,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,PKP INTERCITY Spółka Akcyjna,806,10,134,2301,0.1662531017369727,17.171641791044777,52.8764647,18.694071,10.586944580078123,1.1033557653427124,0.0,1.011521252484038,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,PKP INTERCITY Spółka Akcyjna,761,11,141,3159,0.1852825229960578,22.404255319148938,52.8764647,18.694071,4.240631103515625,1.1210497617721558,0.1248475164175033,2.0180360468122926,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,PKP INTERCITY Spółka Akcyjna,811,12,142,4028,0.1750924784217016,28.366197183098592,52.8764647,18.694071,3.287506103515625,1.6179155111312866,0.0296980142593383,1.9918090991933888,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,POLREGIO Spółka Akcyjna,844,1,92,1093,0.1090047393364928,11.880434782608695,52.8764647,18.694071,0.022857666015625,1.3156503438949585,0.2550724744796753,2.2663237592206533,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,POLREGIO Spółka Akcyjna,794,2,42,505,0.052896725440806,12.023809523809524,52.8764647,18.694071,5.614044189453125,1.7653484344482422,0.0628139823675155,2.0189859147988614,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,POLREGIO Spółka Akcyjna,835,3,37,490,0.0443113772455089,13.243243243243244,52.8764647,18.694071,6.588287353515625,1.3654038906097412,0.0069942325353622,1.3400183074322778,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,POLREGIO Spółka Akcyjna,814,4,41,707,0.0503685503685503,17.24390243902439,52.8764647,18.694071,10.696197509765623,1.5085124969482422,0.0004153698682785,1.318785392682538,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,POLREGIO Spółka Akcyjna,802,5,36,591,0.0448877805486284,16.416666666666668,52.8764647,18.694071,16.749420166015625,1.7839723825454712,0.0,1.6604686177132173,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,POLREGIO Spółka Akcyjna,805,6,62,766,0.0770186335403726,12.35483870967742,52.8764647,18.694071,18.554473876953125,3.7852160930633545,0.0,0.6793305759382078,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,POLREGIO Spółka Akcyjna,854,7,99,1168,0.1159250585480093,11.797979797979798,52.8764647,18.694071,20.514068603515625,2.8072152137756348,0.0,0.9805159376407968,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,POLREGIO Spółka Akcyjna,823,8,86,1960,0.1044957472660996,22.79069767441861,52.8764647,18.694071,20.672271728515625,1.28729248046875,0.0,0.340909550784458,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,POLREGIO Spółka Akcyjna,813,9,70,919,0.08610086100861,13.128571428571428,52.8764647,18.694071,17.778472900390625,1.978548288345337,0.0,1.0895942635118785,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,POLREGIO Spółka Akcyjna,853,10,76,1390,0.0890973036342321,18.289473684210527,52.8764647,18.694071,10.586944580078123,1.1033557653427124,0.0,1.011521252484038,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,POLREGIO Spółka Akcyjna,804,11,69,1015,0.085820895522388,14.710144927536232,52.8764647,18.694071,4.240631103515625,1.1210497617721558,0.1248475164175033,2.0180360468122926,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,POLREGIO Spółka Akcyjna,813,12,52,695,0.063960639606396,13.365384615384617,52.8764647,18.694071,3.287506103515625,1.6179155111312866,0.0296980142593383,1.9918090991933888,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,,1649,1,306,7490,0.1855670103092783,24.47712418300653,52.8764647,18.694071,0.022857666015625,1.3156503438949585,0.2550724744796753,2.2663237592206533,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,,1548,2,166,2256,0.107235142118863,13.590361445783133,52.8764647,18.694071,5.614044189453125,1.7653484344482422,0.0628139823675155,2.0189859147988614,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,,1647,3,159,2581,0.0965391621129326,16.232704402515722,52.8764647,18.694071,6.588287353515625,1.3654038906097412,0.0069942325353622,1.3400183074322778,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,,1598,4,154,2674,0.0963704630788485,17.363636363636363,52.8764647,18.694071,10.696197509765623,1.5085124969482422,0.0004153698682785,1.318785392682538,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,,1608,5,162,2650,0.1007462686567164,16.358024691358025,52.8764647,18.694071,16.749420166015625,1.7839723825454712,0.0,1.6604686177132173,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,,1623,6,207,3806,0.1275415896487985,18.386473429951693,52.8764647,18.694071,18.554473876953125,3.7852160930633545,0.0,0.6793305759382078,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,,1784,7,362,7501,0.202914798206278,20.72099447513812,52.8764647,18.694071,20.514068603515625,2.8072152137756348,0.0,0.9805159376407968,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,,1752,8,407,8889,0.2323059360730593,21.84029484029484,52.8764647,18.694071,20.672271728515625,1.28729248046875,0.0,0.340909550784458,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,,1594,9,241,4113,0.1511919698870765,17.066390041493776,52.8764647,18.694071,17.778472900390625,1.978548288345337,0.0,1.0895942635118785,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,,1659,10,210,3691,0.1265822784810126,17.576190476190476,52.8764647,18.694071,10.586944580078123,1.1033557653427124,0.0,1.011521252484038,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,,1565,11,210,4174,0.134185303514377,19.87619047619048,52.8764647,18.694071,4.240631103515625,1.1210497617721558,0.1248475164175033,2.0180360468122926,0.0,0.0,0.0,1.0,1.0,1.0
Aleksandrów Kujawski,,1624,12,194,4723,0.1194581280788177,24.34536082474227,52.8764647,18.694071,3.287506103515625,1.6179155111312866,0.0296980142593383,1.9918090991933888,0.0,0.0,0.0,1.0,1.0,1.0
Andrychów,PKP INTERCITY Spółka Akcyjna,62,1,25,610,0.4032258064516129,24.4,49.8555791,19.3436756,-1.344329833984375,1.9786736965179443,0.704986035823822,2.3256204279846378,1.0,0.0,0.0,0.0,0.0,0.0
Andrychów,PKP INTERCITY Spółka Akcyjna,60,2,11,235,0.1833333333333333,21.363636363636363,49.8555791,19.3436756,6.121856689453125,1.6566035747528076,0.0800471752882003,2.2616900342661266,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,PKP INTERCITY Spółka Akcyjna,0,3,0,0,0.0,0.0,49.8555791,19.3436756,7.000396728515625,1.8463164567947388,0.0642817467451095,0.922120405885398,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,PKP INTERCITY Spółka Akcyjna,0,4,0,0,0.0,0.0,49.8555791,19.3436756,10.651275634765623,2.9541635513305664,0.1025479286909103,1.408655899714953,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,PKP INTERCITY Spółka Akcyjna,0,5,0,0,0.0,0.0,49.8555791,19.3436756,15.270904541015623,1.9092166423797607,0.0,1.163250809435779,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,PKP INTERCITY Spółka Akcyjna,19,6,6,231,0.3157894736842105,38.5,49.8555791,19.3436756,18.482208251953125,3.7974350452423096,0.0,0.5384772379221371,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,PKP INTERCITY Spółka Akcyjna,61,7,24,507,0.3934426229508196,21.125,49.8555791,19.3436756,20.754302978515625,2.9796292781829834,0.0,0.4125955760889442,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,PKP INTERCITY Spółka Akcyjna,21,8,5,388,0.238095238095238,77.6,49.8555791,19.3436756,20.584381103515625,2.952638864517212,0.0,0.0914970563872248,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,PKP INTERCITY Spółka Akcyjna,0,9,0,0,0.0,0.0,49.8555791,19.3436756,16.434722900390625,5.25087308883667,0.0,1.0798327774619674,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,PKP INTERCITY Spółka Akcyjna,0,10,0,0,0.0,0.0,49.8555791,19.3436756,9.977569580078123,1.622475028038025,0.0,0.781553410387894,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,PKP INTERCITY Spółka Akcyjna,0,11,0,0,0.0,0.0,49.8555791,19.3436756,3.246490478515625,1.594005107879639,0.331280767917633,1.6567994654620457,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,PKP INTERCITY Spółka Akcyjna,0,12,0,0,0.0,0.0,49.8555791,19.3436756,1.394927978515625,1.302130103111267,0.5270875692367554,1.2468304818588294,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,POLREGIO Spółka Akcyjna,488,1,205,3043,0.4200819672131147,14.84390243902439,49.8555791,19.3436756,-1.344329833984375,1.9786736965179443,0.704986035823822,2.3256204279846378,1.0,0.0,0.0,0.0,0.0,0.0
Andrychów,POLREGIO Spółka Akcyjna,464,2,113,1170,0.2435344827586207,10.353982300884956,49.8555791,19.3436756,6.121856689453125,1.6566035747528076,0.0800471752882003,2.2616900342661266,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,POLREGIO Spółka Akcyjna,492,3,51,597,0.1036585365853658,11.705882352941176,49.8555791,19.3436756,7.000396728515625,1.8463164567947388,0.0642817467451095,0.922120405885398,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,POLREGIO Spółka Akcyjna,478,4,32,519,0.0669456066945606,16.21875,49.8555791,19.3436756,10.651275634765623,2.9541635513305664,0.1025479286909103,1.408655899714953,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,POLREGIO Spółka Akcyjna,491,5,86,1159,0.175152749490835,13.476744186046512,49.8555791,19.3436756,15.270904541015623,1.9092166423797607,0.0,1.163250809435779,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,POLREGIO Spółka Akcyjna,479,6,55,1235,0.1148225469728601,22.454545454545453,49.8555791,19.3436756,18.482208251953125,3.7974350452423096,0.0,0.5384772379221371,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,POLREGIO Spółka Akcyjna,493,7,52,950,0.1054766734279918,18.26923076923077,49.8555791,19.3436756,20.754302978515625,2.9796292781829834,0.0,0.4125955760889442,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,POLREGIO Spółka Akcyjna,495,8,52,555,0.105050505050505,10.673076923076923,49.8555791,19.3436756,20.584381103515625,2.952638864517212,0.0,0.0914970563872248,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,POLREGIO Spółka Akcyjna,480,9,62,742,0.1291666666666666,11.96774193548387,49.8555791,19.3436756,16.434722900390625,5.25087308883667,0.0,1.0798327774619674,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,POLREGIO Spółka Akcyjna,453,10,53,929,0.1169977924944812,17.528301886792452,49.8555791,19.3436756,9.977569580078123,1.622475028038025,0.0,0.781553410387894,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,POLREGIO Spółka Akcyjna,192,11,14,177,0.0729166666666666,12.642857142857142,49.8555791,19.3436756,3.246490478515625,1.594005107879639,0.331280767917633,1.6567994654620457,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,POLREGIO Spółka Akcyjna,559,12,84,924,0.1502683363148479,11.0,49.8555791,19.3436756,1.394927978515625,1.302130103111267,0.5270875692367554,1.2468304818588294,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,,550,1,230,3653,0.4181818181818181,15.882608695652172,49.8555791,19.3436756,-1.344329833984375,1.9786736965179443,0.704986035823822,2.3256204279846378,1.0,0.0,0.0,0.0,0.0,0.0
Andrychów,,524,2,124,1405,0.2366412213740458,11.330645161290322,49.8555791,19.3436756,6.121856689453125,1.6566035747528076,0.0800471752882003,2.2616900342661266,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,,492,3,51,597,0.1036585365853658,11.705882352941176,49.8555791,19.3436756,7.000396728515625,1.8463164567947388,0.0642817467451095,0.922120405885398,0.0,0.0,0.0,0.0,0.0,0.0
Andrychów,,478,4,32,519,0.0669456066945606,16.21875,49.8555791,19.3436756,10.651275634765623,2.9541635513305664,0.1025479286909103,1.408655899714953,0.0,0.0,0.0,0.0,0.0,0.0
